date,faelleCovidAktuell,intensivBettenBelegt
"2020-07-03T12:15:00+02:00",319,21204
"2020-07-04T12:15:00+02:00",323,20826
"2020-07-05T12:15:00+02:00",301,20275
"2020-07-06T12:15:00+02:00",312,20363
"2020-07-07T12:15:00+02:00",297,20912
"2020-07-08T12:15:00+02:00",291,21135
"2020-07-09T12:15:00+02:00",278,21175
"2020-07-10T12:15:00+02:00",279,21255
"2020-07-11T12:15:00+02:00",254,21000
"2020-07-12T12:15:00+02:00",255,20382
"2020-07-13T12:15:00+02:00",264,20232
"2020-07-14T12:15:00+02:00",261,20975
"2020-07-15T12:15:00+02:00",247,21387
"2020-07-16T12:15:00+02:00",254,21431
"2020-07-17T12:15:00+02:00",248,21479
"2020-07-18T12:15:00+02:00",246,21079
"2020-07-19T12:15:00+02:00",253,20571
"2020-07-20T12:15:00+02:00",246,20727
"2020-07-21T12:15:00+02:00",253,21148
"2020-07-22T12:15:00+02:00",249,21435
"2020-07-23T12:15:00+02:00",238,21484
"2020-07-24T12:15:00+02:00",236,21615
"2020-07-25T12:15:00+02:00",248,21340
"2020-07-26T12:15:00+02:00",267,20852
"2020-07-27T12:15:00+02:00",258,20754
"2020-07-28T12:15:00+02:00",255,21399
"2020-07-29T12:15:00+02:00",257,21708
"2020-07-30T12:15:00+02:00",262,21580
"2020-07-31T12:15:00+02:00",261,21594
"2020-08-01T12:15:00+02:00",257,21345
"2020-08-02T12:15:00+02:00",269,20863
"2020-08-03T12:15:00+02:00",267,20866
"2020-08-04T12:15:00+02:00",260,21408
"2020-08-05T12:15:00+02:00",240,21657
"2020-08-06T12:15:00+02:00",237,21639
"2020-08-07T12:15:00+02:00",227,21673
"2020-08-08T12:15:00+02:00",229,21405
"2020-08-09T12:15:00+02:00",234,20978
"2020-08-10T12:15:00+02:00",228,20970
"2020-08-11T12:15:00+02:00",231,21614
"2020-08-12T12:15:00+02:00",221,21801
"2020-08-13T12:15:00+02:00",224,21881
"2020-08-14T12:15:00+02:00",230,22013
"2020-08-15T12:15:00+02:00",228,21700
"2020-08-16T12:15:00+02:00",225,21215
"2020-08-17T12:15:00+02:00",227,21246
"2020-08-18T12:15:00+02:00",220,21766
"2020-08-19T12:15:00+02:00",227,21920
"2020-08-20T12:15:00+02:00",230,22077
"2020-08-21T12:15:00+02:00",237,22079
"2020-08-22T12:15:00+02:00",232,21628
"2020-08-23T12:15:00+02:00",245,21121
"2020-08-24T12:15:00+02:00",245,20960
"2020-08-25T12:15:00+02:00",225,21641
"2020-08-26T12:15:00+02:00",227,21814
"2020-08-27T12:15:00+02:00",240,21702
"2020-08-28T12:15:00+02:00",236,21680
"2020-08-29T12:15:00+02:00",241,21548
"2020-08-30T12:15:00+02:00",244,21034
"2020-08-31T12:15:00+02:00",245,21027
"2020-09-01T12:15:00+02:00",234,21659
"2020-09-02T12:15:00+02:00",227,21808
"2020-09-03T12:15:00+02:00",222,21816
"2020-09-04T12:15:00+02:00",224,21738
"2020-09-05T12:15:00+02:00",222,21589
"2020-09-06T12:15:00+02:00",218,21014
"2020-09-07T12:15:00+02:00",228,21079
"2020-09-08T12:15:00+02:00",230,21756
"2020-09-09T12:15:00+02:00",227,21867
"2020-09-10T12:15:00+02:00",233,22043
"2020-09-11T12:15:00+02:00",220,22105
"2020-09-12T12:15:00+02:00",233,21730
"2020-09-13T12:15:00+02:00",236,21254
"2020-09-14T12:15:00+02:00",237,21102
"2020-09-15T12:15:00+02:00",236,21824
"2020-09-16T12:15:00+02:00",233,22129
"2020-09-17T12:15:00+02:00",238,22299
"2020-09-18T12:15:00+02:00",246,22088
"2020-09-19T12:15:00+02:00",257,21622
"2020-09-20T12:15:00+02:00",268,21184
"2020-09-21T12:15:00+02:00",267,21143
"2020-09-22T12:15:00+02:00",278,21756
"2020-09-23T12:15:00+02:00",293,21884
"2020-09-24T12:15:00+02:00",296,21919
"2020-09-25T12:15:00+02:00",301,21989
"2020-09-26T12:15:00+02:00",312,21748
"2020-09-27T12:15:00+02:00",325,21103
"2020-09-28T12:15:00+02:00",353,21086
"2020-09-29T12:15:00+02:00",352,21834
"2020-09-30T12:15:00+02:00",355,21960
"2020-10-01T12:15:00+02:00",362,21821
"2020-10-02T12:15:00+02:00",373,21789
"2020-10-03T12:15:00+02:00",403,21509
"2020-10-04T12:15:00+02:00",424,20975
"2020-10-05T12:15:00+02:00",446,20900
"2020-10-06T12:15:00+02:00",449,21489
"2020-10-07T12:15:00+02:00",470,21820
"2020-10-08T12:15:00+02:00",487,21768
"2020-10-09T12:15:00+02:00",510,21728
"2020-10-10T12:15:00+02:00",531,21450
"2020-10-11T12:15:00+02:00",545,20875
"2020-10-12T12:15:00+02:00",590,20897
"2020-10-13T12:15:00+02:00",618,21320
"2020-10-14T12:15:00+02:00",602,21488
"2020-10-15T12:15:00+02:00",655,21503
"2020-10-16T12:15:00+02:00",690,21546
"2020-10-17T12:15:00+02:00",731,21244
"2020-10-18T12:15:00+02:00",769,20665
"2020-10-19T12:15:00+02:00",851,20712
"2020-10-20T12:15:00+02:00",879,21303
"2020-10-21T12:15:00+02:00",943,21415
"2020-10-22T12:15:00+02:00",1030,21473
"2020-10-23T12:15:00+02:00",1121,21736
"2020-10-24T12:15:00+02:00",1200,21421
"2020-10-25T12:15:00+01:00",1294,20908
"2020-10-26T12:15:00+01:00",1360,21025
"2020-10-27T12:15:00+01:00",1468,21718
"2020-10-28T12:15:00+01:00",1569,21790
"2020-10-29T12:15:00+01:00",1696,21785
"2020-10-30T12:15:00+01:00",1839,21681
"2020-10-31T12:15:00+01:00",1944,21306
"2020-11-01T12:15:00+01:00",2061,20953
"2020-11-02T12:15:00+01:00",2243,20921
"2020-11-03T12:15:00+01:00",2380,21483
"2020-11-04T12:15:00+01:00",2546,21693
"2020-11-05T12:15:00+01:00",2653,21718
"2020-11-06T12:15:00+01:00",2753,21539
"2020-11-07T12:15:00+01:00",2839,21256
"2020-11-08T12:15:00+01:00",2905,20749
"2020-11-09T12:15:00+01:00",3007,20967
"2020-11-10T12:15:00+01:00",3058,21576
"2020-11-11T12:15:00+01:00",3124,21785
"2020-11-12T12:15:00+01:00",3185,21929
"2020-11-13T12:15:00+01:00",3298,21947
"2020-11-14T12:15:00+01:00",3324,21627
"2020-11-15T12:15:00+01:00",3385,21227
"2020-11-16T12:15:00+01:00",3435,21353
"2020-11-17T12:15:00+01:00",3517,21817
"2020-11-18T12:15:00+01:00",3561,22056
"2020-11-19T12:15:00+01:00",3593,21938
"2020-11-20T12:15:00+01:00",3615,22068
"2020-11-21T12:15:00+01:00",3632,21747
"2020-11-22T12:15:00+01:00",3709,21295
"2020-11-23T12:15:00+01:00",3740,21332
"2020-11-24T12:15:00+01:00",3767,21925
"2020-11-25T12:15:00+01:00",3778,22041
"2020-11-26T12:15:00+01:00",3826,22131
"2020-11-27T12:15:00+01:00",3855,22304
"2020-11-28T12:15:00+01:00",3888,21926
"2020-11-29T12:15:00+01:00",3899,21536
"2020-11-30T12:15:00+01:00",3926,21628

