date,faelleCovidAktuell,intensivBettenBelegt
"2020-08-29T12:15:00+02:00",6,1361
"2020-08-28T12:15:00+02:00",6,1354
"2020-08-27T12:15:00+02:00",7,1344
"2020-08-26T12:15:00+02:00",5,1317
"2020-08-25T12:15:00+02:00",5,1329
"2020-08-24T12:15:00+02:00",5,1282
"2020-08-23T12:15:00+02:00",5,1287
"2020-08-22T12:15:00+02:00",5,1314
"2020-08-21T12:15:00+02:00",5,1338
"2020-08-20T12:15:00+02:00",6,1295
"2020-08-19T12:15:00+02:00",5,1319
"2020-08-18T12:15:00+02:00",5,1287
"2020-08-17T12:15:00+02:00",4,1253
"2020-08-16T12:15:00+02:00",4,1261
"2020-08-15T12:15:00+02:00",4,1297
"2020-08-14T12:15:00+02:00",6,1322
"2020-08-13T12:15:00+02:00",5,1326
"2020-08-12T12:15:00+02:00",4,1322
"2020-08-11T12:15:00+02:00",6,1313
"2020-08-10T12:15:00+02:00",6,1262
"2020-08-09T12:15:00+02:00",6,1252
"2020-08-08T12:15:00+02:00",6,1264
"2020-08-07T12:15:00+02:00",6,1303
"2020-08-06T12:15:00+02:00",5,1285
"2020-08-05T12:15:00+02:00",5,1272
"2020-08-04T12:15:00+02:00",25,1180
"2020-08-03T12:15:00+02:00",26,1163
"2020-08-02T12:15:00+02:00",26,1149
"2020-08-01T12:15:00+02:00",25,1162
"2020-07-31T12:15:00+02:00",27,1202
"2020-07-30T12:15:00+02:00",25,1216
"2020-07-29T12:15:00+02:00",25,1206
"2020-07-28T12:15:00+02:00",26,1182
"2020-07-27T12:15:00+02:00",27,1143
"2020-07-26T12:15:00+02:00",27,1159
"2020-07-25T12:15:00+02:00",26,1181
"2020-07-24T12:15:00+02:00",27,1215
"2020-07-23T12:15:00+02:00",27,1221
"2020-07-22T12:15:00+02:00",27,1214
"2020-07-21T12:15:00+02:00",27,1238
"2020-07-20T12:15:00+02:00",27,1192
"2020-07-19T12:15:00+02:00",28,1166
"2020-07-18T12:15:00+02:00",28,1202
"2020-07-17T12:15:00+02:00",29,1233
"2020-07-16T12:15:00+02:00",30,1238
"2020-07-15T12:15:00+02:00",29,1221
"2020-07-14T12:15:00+02:00",28,1199
"2020-07-13T12:15:00+02:00",29,1112
"2020-07-12T12:15:00+02:00",29,1142
"2020-07-11T12:15:00+02:00",29,1205
"2020-07-10T12:15:00+02:00",29,1233
"2020-07-09T12:15:00+02:00",27,1215
"2020-07-08T12:15:00+02:00",27,1230
"2020-07-07T12:15:00+02:00",29,1210
"2020-07-06T12:15:00+02:00",30,1144
"2020-07-05T12:15:00+02:00",31,1164
"2020-07-04T12:15:00+02:00",33,1205
"2020-07-03T12:15:00+02:00",33,1231
"2020-07-02T12:15:00+02:00",35,1224
"2020-07-01T12:15:00+02:00",34,1213
"2020-06-30T12:15:00+02:00",33,1166
"2020-06-29T12:15:00+02:00",35,1118
"2020-06-28T12:15:00+02:00",35,1124
"2020-06-27T12:15:00+02:00",35,1171
"2020-06-26T12:15:00+02:00",37,1195
"2020-06-25T12:15:00+02:00",35,1194
"2020-06-24T12:15:00+02:00",34,1183
"2020-06-23T12:15:00+02:00",32,1163
"2020-06-22T12:15:00+02:00",32,1105
"2020-06-21T12:15:00+02:00",32,1120
"2020-06-20T12:15:00+02:00",35,1194
"2020-06-19T12:15:00+02:00",32,1225
"2020-06-18T12:15:00+02:00",33,1197
"2020-06-17T12:15:00+02:00",33,1174
"2020-06-16T12:15:00+02:00",31,1193
"2020-06-15T12:15:00+02:00",29,1128
"2020-06-14T12:15:00+02:00",29,1116
"2020-06-13T12:15:00+02:00",29,1180
"2020-06-12T12:15:00+02:00",29,1173
"2020-06-11T12:15:00+02:00",29,1169
"2020-06-10T12:15:00+02:00",30,1194
"2020-06-09T12:15:00+02:00",31,1177
"2020-06-08T12:15:00+02:00",30,1111
"2020-06-07T12:15:00+02:00",30,1094
"2020-06-06T12:15:00+02:00",30,1159
"2020-06-05T12:15:00+02:00",33,1201
"2020-06-04T12:15:00+02:00",33,1176
"2020-06-03T12:15:00+02:00",32,1128
"2020-06-02T12:15:00+02:00",33,1083
"2020-06-01T12:15:00+02:00",32,1076
"2020-05-31T12:15:00+02:00",34,1092
"2020-05-30T12:15:00+02:00",33,1159
"2020-05-29T12:15:00+02:00",37,1185
"2020-05-28T12:15:00+02:00",39,1184
"2020-05-27T12:15:00+02:00",38,1148
"2020-05-26T12:15:00+02:00",43,1120
"2020-05-25T12:15:00+02:00",47,1081
"2020-05-24T12:15:00+02:00",46,1070
"2020-05-23T12:15:00+02:00",45,1102
"2020-05-22T12:15:00+02:00",47,1090
"2020-05-21T12:15:00+02:00",49,1124
"2020-05-20T12:15:00+02:00",46,1093
"2020-05-19T12:15:00+02:00",50,1103
"2020-05-18T12:15:00+02:00",51,1079
"2020-05-17T12:15:00+02:00",52,1099
"2020-05-16T12:15:00+02:00",55,1150
"2020-05-15T12:15:00+02:00",54,1158
"2020-05-14T12:15:00+02:00",57,1121
"2020-05-13T12:15:00+02:00",59,1101
"2020-05-12T12:15:00+02:00",60,1101
"2020-05-11T12:15:00+02:00",60,1027
"2020-05-10T12:15:00+02:00",60,1033
"2020-05-09T12:15:00+02:00",61,1089
"2020-05-08T12:15:00+02:00",63,1104
"2020-05-07T12:15:00+02:00",63,1097
"2020-05-06T12:15:00+02:00",62,1175
"2020-05-05T12:15:00+02:00",67,1064
"2020-05-04T12:15:00+02:00",65,1007
"2020-05-03T12:15:00+02:00",66,979
"2020-05-02T12:15:00+02:00",69,1011
"2020-05-01T12:15:00+02:00",72,1052
"2020-04-30T12:15:00+02:00",74,1072
"2020-04-29T12:15:00+02:00",75,1073
"2020-04-28T12:15:00+02:00",77,1060
"2020-04-27T12:15:00+02:00",70,946
"2020-04-26T12:15:00+02:00",71,899
"2020-04-25T12:15:00+02:00",70,937
"2020-04-24T12:15:00+02:00",73,911
"2020-04-23T12:15:00+02:00",57,901
"2020-04-22T12:15:00+02:00",65,916
"2020-04-21T12:15:00+02:00",70,883
"2020-04-20T12:15:00+02:00",72,886
"2020-04-19T12:15:00+02:00",68,893
"2020-04-18T12:15:00+02:00",69,904
"2020-04-17T12:15:00+02:00",75,888
"2020-04-16T12:15:00+02:00",50,723
"2020-04-15T12:15:00+02:00",60,731
"2020-04-14T12:15:00+02:00",42,616
"2020-04-13T12:15:00+02:00",49,629
"2020-04-12T12:15:00+02:00",51,642
"2020-04-11T12:15:00+02:00",49,621
"2020-04-10T12:15:00+02:00",63,678
"2020-04-09T12:15:00+02:00",64,659
"2020-04-08T12:15:00+02:00",55,564
"2020-04-07T12:15:00+02:00",49,537
"2020-04-06T12:15:00+02:00",52,549
"2020-04-05T12:15:00+02:00",51,467
"2020-04-04T12:15:00+02:00",49,561
"2020-04-03T12:15:00+02:00",45,548
"2020-04-02T12:15:00+02:00",41,541
"2020-04-01T12:15:00+02:00",34,471
"2020-03-31T12:15:00+02:00",32,452
"2020-03-30T12:15:00+02:00",24,466
"2020-03-29T12:15:00+02:00",18,445
"2020-03-28T12:15:00+01:00",17,458
"2020-03-27T12:15:00+01:00",14,454
"2020-03-26T12:15:00+01:00",12,419
"2020-03-25T12:15:00+01:00",9,409
"2020-03-24T12:15:00+01:00",6,347
"2020-03-23T12:15:00+01:00",3,312
"2020-03-22T12:15:00+01:00",2,294
"2020-03-21T12:15:00+01:00",4,313
"2020-03-20T12:15:00+01:00",3,54

