GEN,AGS,25.01.2021,26.01.2021,27.01.2021,28.01.2021,29.01.2021,30.01.2021,31.01.2021,01.02.2021,02.02.2021,03.02.2021,04.02.2021,05.02.2021,06.02.2021,07.02.2021,08.02.2021,09.02.2021,10.02.2021,11.02.2021,12.02.2021,13.02.2021,14.02.2021,15.02.2021,16.02.2021,17.02.2021,18.02.2021,19.02.2021,20.02.2021,21.02.2021,22.02.2021,23.02.2021,24.02.2021,25.02.2021,26.02.2021,27.02.2021,28.02.2021,01.03.2021,02.03.2021,03.03.2021,04.03.2021,05.03.2021,06.03.2021,07.03.2021,08.03.2021,09.03.2021,10.03.2021,11.03.2021,12.03.2021,13.03.2021,14.03.2021,15.03.2021,16.03.2021,17.03.2021,18.03.2021,19.03.2021,20.03.2021,21.03.2021,22.03.2021,23.03.2021,24.03.2021,25.03.2021,26.03.2021,27.03.2021,28.03.2021,29.03.2021,30.03.2021,31.03.2021,01.04.2021,02.04.2021,03.04.2021,04.04.2021,05.04.2021,06.04.2021,07.04.2021,08.04.2021,09.04.2021,10.04.2021,11.04.2021,12.04.2021,13.04.2021,14.04.2021,15.04.2021,16.04.2021,17.04.2021,18.04.2021,19.04.2021,20.04.2021,21.04.2021,22.04.2021,23.04.2021,24.04.2021,25.04.2021,26.04.2021,27.04.2021,28.04.2021,29.04.2021,30.04.2021,01.05.2021,02.05.2021,03.05.2021,04.05.2021,05.05.2021,06.05.2021,07.05.2021,08.05.2021,09.05.2021,10.05.2021,11.05.2021,12.05.2021,13.05.2021,14.05.2021,15.05.2021,16.05.2021,17.05.2021,18.05.2021,19.05.2021,20.05.2021,21.05.2021,22.05.2021,23.05.2021,24.05.2021,25.05.2021,26.05.2021,27.05.2021,28.05.2021,29.05.2021,30.05.2021,31.05.2021,01.06.2021,02.06.2021,03.06.2021,04.06.2021,05.06.2021,06.06.2021,07.06.2021,08.06.2021,09.06.2021,10.06.2021,11.06.2021,12.06.2021,13.06.2021,14.06.2021,15.06.2021,16.06.2021,17.06.2021,current,current_time
Hameln-Pyrmont,3252,,,,,,,,,,,,,,,,,,,,4732.0,4735.0,4735.0,4759.0,4759.0,5013.0,5013.0,5442.0,5442.0,5442.0,5653.0,5877.0,6095.0,6095.0,6095.0,6095.0,6095.0,6095.0,6095.0,6095.0,6095.0,6095.0,8570.0,8570.0,8570.0,8570.0,8570.0,8570.0,8570.0,8570.0,8570.0,8570.0,8570.0,8570.0,8570.0,8570.0,8570.0,8570.0,15010.0,15010.0,15010.0,15010.0,15010.0,17594.0,17594.0,17594.0,17594.0,17594.0,19334.0,19334.0,19334.0,19334.0,19334.0,19334.0,19334.0,19334.0,19334.0,19334.0,19334.0,19334.0,21707.0,21707.0,21707.0,21707.0,21707.0,21707.0,21707.0,21707.0,25824.0,25824.0,25824.0,29396.0,29396.0,29396.0,29396.0,29396.0,29396.0,29396.0,29396.0,29396.0,29396.0,29396.0,29396.0,29396.0,29396.0,29396.0,29396.0,29396.0,29396.0,29396.0,29396.0,29396.0,29396.0,29396.0,29396.0,29396.0,29396.0,29396.0,29396.0,29396.0,29396.0,29396.0,29396.0,29396.0,29396.0,29396.0,29396.0,29396.0,45539.0,45539.0,45539.0,45539.0,45539.0,45539.0,45539.0,45539.0,45539.0,45539.0,45539.0,45539.0,45539.0,45539.0,45539.0,45539.0,45539,45539,16/06/2021 00:00
Hildesheim,3254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/06/2021 00:00
Holzminden,3255,,,,,,,,,,,,,,,,,,,,,,,,,3498.0,3693.0,3693.0,3693.0,4101.0,4134.0,4134.0,4134.0,4134.0,4134.0,4134.0,4134.0,4134.0,4134.0,5942.0,5942.0,5942.0,5942.0,5942.0,5942.0,5942.0,5942.0,5942.0,5942.0,5942.0,7834.0,8054.0,8054.0,8054.0,8054.0,8054.0,8054.0,10586.0,10586.0,10586.0,10586.0,10586.0,10586.0,10586.0,10586.0,10586.0,10586.0,10586.0,10586.0,10586.0,10586.0,10586.0,10586.0,10586.0,10586.0,10586.0,10586.0,10586.0,15209.0,16360.0,16360.0,16750.0,16750.0,16750.0,16750.0,16750.0,17652.0,17652.0,17652.0,17652.0,17652.0,17652.0,17652.0,17652.0,17652.0,17652.0,17652.0,17652.0,17652.0,17652.0,17652.0,17652.0,17652.0,17652.0,17652.0,17652.0,32374.0,32374.0,32374.0,32374.0,32374.0,32374.0,32374.0,32374.0,32374.0,37827.0,37827.0,37827.0,37827.0,37827.0,37827.0,37827.0,37827.0,37827.0,37827.0,37827.0,37827.0,37827.0,37827.0,37827.0,37827.0,37827.0,37827.0,37827.0,37827.0,37827.0,37827.0,37827.0,37827.0,37827.0,37827.0,37827.0,37827.0,37827.0,37827,37827,16/06/2021 00:00
Nienburg (Weser),3256,,,,,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,5596.0,5596.0,5596.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,6338.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272.0,21272,21272,16/06/2021 00:00
Schaumburg,3257,2303.0,,,,2303.0,2303.0,2303.0,2303.0,2303.0,4141.0,4141.0,4141.0,4141.0,4141.0,4141.0,4141.0,4141.0,4141.0,4141.0,4141.0,4141.0,4141.0,6644.0,6644.0,6644.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,31132.0,31132.0,31132.0,31132.0,34010.0,34010.0,34010.0,34010.0,34010.0,34010.0,34010.0,34010.0,34010.0,34010.0,34010.0,34010.0,43290.0,43290.0,43290.0,43290.0,43290.0,43290.0,43290.0,43290.0,43290.0,43290.0,43290.0,43290.0,43290.0,43290.0,43290.0,43290.0,43290.0,43290.0,43290.0,43290.0,43290.0,43290.0,43290.0,43290.0,43290.0,43290.0,43290.0,43290.0,43290.0,43290.0,43290.0,43290.0,43290.0,43290.0,43290.0,91806.0,91806.0,91806.0,91806.0,91806.0,91806.0,91806.0,91806.0,91806.0,91806.0,91806.0,91806.0,91806.0,91806.0,91806.0,91806.0,91806,91806,16/06/2021 00:00
Celle,3351,2242.0,,,,3794.0,3794.0,3794.0,3794.0,3794.0,3794.0,3794.0,5119.0,5119.0,5119.0,5119.0,5119.0,5119.0,5119.0,5119.0,5119.0,5119.0,5119.0,5119.0,5119.0,5119.0,9426.0,9426.0,9426.0,9426.0,9426.0,9426.0,9426.0,12279.0,12279.0,12279.0,12279.0,12279.0,12279.0,12279.0,15397.0,15397.0,15397.0,15397.0,15397.0,15397.0,15397.0,15397.0,15397.0,15397.0,15397.0,15397.0,15397.0,15397.0,22176.0,22176.0,22176.0,22176.0,22176.0,22176.0,22176.0,22176.0,22176.0,22176.0,22176.0,22176.0,22176.0,22176.0,22176.0,22176.0,22176.0,22176.0,22176.0,22176.0,22176.0,22176.0,22176.0,22176.0,22176.0,22176.0,36079.0,36079.0,41468.0,41468.0,41468.0,41468.0,41468.0,41468.0,41468.0,41468.0,41468.0,41468.0,41468.0,41468.0,41468.0,41468.0,41468.0,41468.0,41468.0,41468.0,41468.0,41468.0,41468.0,41468.0,41468.0,41468.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774.0,73774,73774,16/06/2021 00:00
Cuxhaven,3352,2979.0,,,,4026.0,4026.0,4026.0,4026.0,4026.0,5253.0,5253.0,5253.0,5253.0,5253.0,5253.0,5253.0,5253.0,5253.0,5253.0,5253.0,5253.0,5253.0,8727.0,8997.0,8997.0,8997.0,9502.0,9502.0,10037.0,10037.0,10037.0,10037.0,10037.0,10037.0,10037.0,10037.0,12834.0,12834.0,12834.0,14073.0,14073.0,14073.0,14073.0,14073.0,14073.0,16770.0,16770.0,16770.0,16770.0,16770.0,16770.0,19354.0,20098.0,20098.0,20098.0,20098.0,20098.0,20098.0,20098.0,20098.0,20098.0,20098.0,20098.0,20098.0,20098.0,20098.0,20098.0,20098.0,20098.0,20098.0,20098.0,20098.0,20098.0,20098.0,20098.0,20098.0,20098.0,20098.0,20098.0,38546.0,40759.0,40759.0,40759.0,40759.0,40759.0,40759.0,40759.0,45717.0,45717.0,45717.0,45717.0,45717.0,49761.0,49761.0,49761.0,49761.0,49761.0,49761.0,49761.0,49761.0,49761.0,49761.0,49761.0,49761.0,49761.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204.0,57204,57204,16/06/2021 00:00
Harburg,3353,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,90700.0,90700.0,90700.0,90700.0,90700.0,90700.0,90700.0,90700.0,90700.0,90700.0,90700.0,90700.0,90700.0,90700.0,90700.0,90700.0,90700.0,90700.0,90700.0,90700.0,90700.0,90700.0,137185.0,137185.0,137185.0,137185.0,137185.0,137185.0,137185.0,137185.0,137185.0,137185.0,137185.0,137185.0,137185.0,137185.0,137185.0,137185.0,137185,137185,16/06/2021 00:00
Lüchow-Dannenberg,3354,614.0,,,,614.0,614.0,614.0,826.0,826.0,826.0,826.0,826.0,1029.0,1029.0,1029.0,1029.0,1029.0,1029.0,1669.0,1669.0,1669.0,1669.0,1669.0,1669.0,1669.0,1669.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2637.0,2637.0,2637.0,2637.0,2637.0,2637.0,2637.0,2637.0,2637.0,2637.0,2637.0,2637.0,2637.0,2637.0,2637.0,2637.0,2637.0,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0,11213.0,11213.0,11213.0,11213.0,11213.0,11213.0,11213.0,11213.0,11213.0,11213.0,11213.0,11213.0,11213.0,11213.0,11213.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838.0,13838,13838,16/06/2021 00:00
Lüneburg,3355,,,,,,,,,,,,,,,,,,,,,,,,,,,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,7625.0,35740.0,35740.0,35740.0,35740.0,35740.0,35740.0,35740.0,35740.0,35740.0,35740.0,35740.0,35740.0,35740.0,35740.0,35740.0,35740.0,35740.0,35740.0,35740.0,35740.0,35740.0,35740.0,35740.0,35740.0,35740.0,35740.0,35740.0,35740.0,35740.0,60793.0,60793.0,60793.0,60793.0,60793.0,60793.0,60793.0,60793.0,60793.0,60793.0,60793.0,60793.0,60793.0,60793.0,60793.0,60793.0,60793.0,60793.0,60793.0,60793.0,60793.0,60793.0,60793.0,72405.0,72405.0,72405.0,72405.0,72405.0,72405.0,72405.0,72405.0,72405.0,72405.0,72405.0,72405.0,72405.0,72405.0,72405.0,72405,72405,16/06/2021 00:00
Osterholz,3356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,5546.0,19421.0,19421.0,19421.0,19421.0,19421.0,19421.0,19421.0,19421.0,19421.0,19421.0,19421.0,19421.0,19421.0,19421.0,19421.0,19421.0,19421.0,19421.0,19421.0,19421.0,19421.0,19421.0,19421.0,19421.0,19421.0,19421.0,19421.0,19421.0,19421.0,19421.0,45093.0,45093.0,45093.0,45093.0,45093.0,45093.0,45093.0,45093.0,45093.0,45093.0,45093.0,45093.0,45093.0,45093.0,45093.0,45093.0,45093.0,45093.0,45093.0,45093.0,45093.0,45093.0,45093.0,45093.0,45093.0,45093.0,45093.0,45093.0,68155.0,68155.0,68155.0,68155.0,68155.0,68155.0,68155.0,68155.0,68155.0,68155,68155,16/06/2021 00:00
Rotenburg (Wümme),3357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11722.0,11722.0,11722.0,11722.0,11722.0,11722.0,11722.0,11722.0,11722.0,13134.0,13134.0,13134.0,13134.0,13134.0,13134.0,13134.0,13134.0,13134.0,13134.0,13134.0,13134.0,13134.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685.0,20685,20685,16/06/2021 00:00
Heidekreis,3358,2272.0,,,,2561.0,2561.0,2561.0,2561.0,2561.0,3417.0,3417.0,3417.0,4427.0,4427.0,4573.0,4933.0,4933.0,4933.0,4933.0,5833.0,5833.0,6003.0,6003.0,6003.0,6003.0,6003.0,7058.0,7058.0,7058.0,7058.0,7808.0,8293.0,8293.0,8885.0,8885.0,8885.0,8885.0,8885.0,8885.0,8885.0,8885.0,8885.0,8885.0,11460.0,11460.0,12573.0,12573.0,12573.0,12573.0,12573.0,12573.0,12573.0,15083.0,15083.0,15488.0,15488.0,15923.0,15923.0,16582.0,16582.0,16582.0,17829.0,17829.0,17829.0,17829.0,19234.0,19234.0,19234.0,19234.0,19234.0,19234.0,19234.0,21296.0,21296.0,21296.0,21296.0,21296.0,23637.0,24252.0,24252.0,25653.0,25653.0,27149.0,27149.0,27149.0,27149.0,27149.0,27149.0,27149.0,27149.0,27149.0,27149.0,34960.0,34960.0,34960.0,34960.0,34960.0,34960.0,34960.0,34960.0,34960.0,34960.0,34960.0,34960.0,34960.0,34960.0,34960.0,34960.0,34960.0,34960.0,34960.0,34960.0,34960.0,34960.0,34960.0,34960.0,34960.0,34960.0,34960.0,34960.0,34960.0,34960.0,34960.0,34960.0,34960.0,34960.0,34960.0,54395.0,54395.0,54395.0,54395.0,54395.0,54395.0,54395.0,54395.0,54395.0,54395.0,54395.0,54395.0,54395.0,54395.0,54395.0,54395.0,54395,54395,16/06/2021 00:00
Stade,3359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62334.0,62334.0,62334.0,62334.0,62334.0,62334.0,62334.0,62334.0,62334.0,62334.0,62334.0,62334.0,62334.0,62334.0,62334.0,62334.0,62334.0,62334.0,62334.0,62334.0,62334.0,62334.0,62334.0,62334.0,62334.0,62334.0,62334.0,62334.0,62334.0,62334.0,62334.0,62334.0,62334.0,62334.0,62334.0,62334.0,62334,62334,16/06/2021 00:00
Uelzen,3360,1514.0,,,,1514.0,1514.0,1514.0,1514.0,1514.0,1736.0,1736.0,1736.0,2112.0,2112.0,2112.0,2112.0,2112.0,2112.0,2112.0,2112.0,2112.0,2112.0,2112.0,3377.0,3377.0,4565.0,4565.0,4565.0,4565.0,4565.0,4565.0,4565.0,4565.0,4565.0,4565.0,4565.0,4565.0,4565.0,4565.0,4565.0,4565.0,4565.0,4565.0,4565.0,4565.0,4565.0,4565.0,4565.0,13901.0,13901.0,13901.0,13901.0,13901.0,13901.0,13901.0,13901.0,13901.0,13901.0,13901.0,13901.0,13901.0,15478.0,15478.0,15478.0,15478.0,15478.0,15478.0,15478.0,15478.0,15478.0,15478.0,15478.0,15478.0,15478.0,15478.0,15478.0,15478.0,15478.0,15478.0,15478.0,15478.0,15478.0,15478.0,15478.0,15478.0,23939.0,23939.0,23939.0,23939.0,23939.0,25237.0,25237.0,25237.0,25237.0,25237.0,25237.0,25237.0,25237.0,25237.0,25237.0,25237.0,25237.0,25237.0,25237.0,25237.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293.0,31293,31293,16/06/2021 00:00
Verden,3361,,,,,,,,,,,,,,,,,,,,,,,,,,6649.0,6649.0,6649.0,6649.0,6649.0,6649.0,6649.0,6649.0,6649.0,6649.0,6649.0,8110.0,8110.0,8110.0,8110.0,8110.0,8110.0,8110.0,8110.0,8110.0,10646.0,10646.0,10646.0,10646.0,10646.0,10646.0,10646.0,10646.0,10646.0,10646.0,10646.0,10646.0,10646.0,10646.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,15643.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849.0,42849,42849,16/06/2021 00:00
Delmenhorst,3401,,,,,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,2292.0,2292.0,2292.0,2292.0,2292.0,2292.0,2292.0,2292.0,2292.0,2292.0,2292.0,2292.0,2292.0,4900.0,4900.0,4900.0,4900.0,4900.0,4900.0,4900.0,4900.0,6500.0,6500.0,6500.0,6500.0,6500.0,7592.0,7592.0,7592.0,7592.0,7592.0,7592.0,7592.0,7592.0,7592.0,7592.0,7592.0,7592.0,7592.0,7592.0,7592.0,7592.0,7592.0,7592.0,7592.0,7592.0,7592.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501.0,11501,11501,16/06/2021 00:00
Emden,3402,1170.0,,,,1170.0,1170.0,1170.0,1170.0,1170.0,1170.0,1170.0,1170.0,1170.0,1170.0,1170.0,1170.0,1170.0,1170.0,1170.0,1170.0,1170.0,1170.0,1170.0,1170.0,1170.0,1170.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,4731.0,4731.0,4731.0,4731.0,4731.0,4731.0,4731.0,5673.0,5673.0,5673.0,6256.0,6407.0,6407.0,6407.0,6407.0,6407.0,6407.0,6407.0,6407.0,6407.0,6407.0,6407.0,6407.0,6407.0,6407.0,6407.0,6407.0,6407.0,6407.0,6407.0,6407.0,6407.0,6407.0,6407.0,6407.0,6407.0,10806.0,10956.0,10956.0,10956.0,10956.0,10956.0,10956.0,10956.0,11916.0,11916.0,11916.0,11916.0,11916.0,11916.0,11916.0,11916.0,11916.0,11916.0,11916.0,11916.0,11916.0,11916.0,11916.0,11916.0,11916.0,11916.0,11916.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976.0,18976,18976,16/06/2021 00:00
Oldenburg (Oldb),3403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743.0,37743,37743,16/06/2021 00:00
Osnabrück,3404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115008.0,115008.0,115008.0,127377.0,127377.0,130767.0,130767.0,130767.0,130767.0,130767.0,130767.0,130767.0,130767.0,153596.0,153596.0,153596,153596,16/06/2021 00:00
Wilhelmshaven,3405,,,,,,,,,,,,,,,,,,,,,,,,,,3770.0,3770.0,3770.0,3770.0,3770.0,3770.0,3770.0,3770.0,3770.0,3770.0,3770.0,4204.0,4204.0,4204.0,4204.0,4204.0,4204.0,4204.0,6121.0,6121.0,6121.0,6121.0,6121.0,6121.0,6121.0,6121.0,6121.0,7594.0,7594.0,7594.0,7594.0,7594.0,7594.0,8942.0,8942.0,8942.0,8942.0,8942.0,8942.0,8942.0,8942.0,8942.0,8942.0,8942.0,8942.0,8942.0,8942.0,8942.0,8942.0,8942.0,8942.0,8942.0,8942.0,8942.0,8942.0,8942.0,8942.0,8942.0,8942.0,8942.0,8942.0,8942.0,8942.0,8942.0,8942.0,8942.0,14719.0,14719.0,14719.0,14719.0,14719.0,14719.0,14719.0,14719.0,14719.0,14719.0,14719.0,14719.0,14719.0,14719.0,14719.0,14719.0,14719.0,14719.0,14719.0,14719.0,14719.0,14719.0,14719.0,14719.0,14719.0,14719.0,14719.0,14719.0,14719.0,14719.0,14719.0,14719.0,14719.0,14719.0,14719.0,14719.0,25793.0,25793.0,25793.0,25793.0,25793.0,25793.0,25793.0,25793.0,25793.0,25793.0,25793.0,25793.0,25793.0,25793.0,25793.0,25793.0,25793,25793,16/06/2021 00:00
