GEN,AGS,25.01.2021,26.01.2021,27.01.2021,28.01.2021,29.01.2021,30.01.2021,31.01.2021,01.02.2021,02.02.2021,03.02.2021,04.02.2021,05.02.2021,06.02.2021,07.02.2021,08.02.2021,09.02.2021,10.02.2021,11.02.2021,12.02.2021,13.02.2021,14.02.2021,15.02.2021,16.02.2021,17.02.2021,18.02.2021,19.02.2021,20.02.2021,21.02.2021,22.02.2021,23.02.2021,24.02.2021,25.02.2021,26.02.2021,27.02.2021,28.02.2021,current,current_time
Anhalt-Bitterfeld,15082,1341.0,,,,4081.0,4081.0,5532.0,5532.0,5532.0,5532.0,5532.0,5532.0,5532.0,5532.0,5532.0,5532.0,5532.0,5532.0,5532.0,6529.0,6529.0,6529.0,6529.0,7267.0,7267.0,7714.0,7714.0,7714.0,8506.0,8506.0,8506.0,9084.0,9084.0,9084.0,9084,9084,28/02/2021 00:00
Börde,15083,,,,,3622.0,3622.0,3622.0,3622.0,3622.0,3622.0,3622.0,3622.0,3622.0,3622.0,3622.0,3622.0,3622.0,3622.0,3622.0,5929.0,5929.0,5929.0,5929.0,6383.0,6383.0,6914.0,6914.0,6914.0,7262.0,7262.0,7262.0,8021.0,8021.0,8021.0,8021,8021,28/02/2021 00:00
Burgenlandkreis,15084,,,,,4594.0,4594.0,4594.0,4594.0,4594.0,4594.0,4594.0,4594.0,4594.0,4594.0,4594.0,4594.0,4594.0,4594.0,4594.0,6731.0,6731.0,6731.0,6731.0,7024.0,7024.0,7278.0,7278.0,7278.0,7375.0,7375.0,7375.0,7717.0,7717.0,7717.0,7717,7717,28/02/2021 00:00
Harz,15085,5386.0,,,,5567.0,5567.0,5567.0,5567.0,7583.0,7583.0,7583.0,7583.0,7583.0,7583.0,8991.0,8991.0,8991.0,8991.0,8991.0,10602.0,10602.0,10602.0,10602.0,11277.0,11277.0,12312.0,12595.0,12595.0,12595.0,12595.0,12595.0,12595.0,12595.0,12595.0,12595,12595,28/02/2021 00:00
Jerichower Land,15086,,,,,2402.0,2402.0,2402.0,2402.0,2402.0,2402.0,2402.0,2402.0,2402.0,2402.0,2402.0,2402.0,2402.0,2402.0,2402.0,4356.0,4356.0,4356.0,4356.0,4600.0,4600.0,5547.0,5547.0,5547.0,5547.0,5547.0,5547.0,5547.0,5547.0,5547.0,5547,5547,28/02/2021 00:00
Mansfeld-Südharz,15087,2040.0,,,,3160.0,3160.0,3160.0,3160.0,3160.0,3160.0,4839.0,4839.0,4839.0,4839.0,4839.0,4839.0,4839.0,4839.0,4839.0,6182.0,6182.0,6182.0,6182.0,6756.0,6756.0,7083.0,7083.0,7083.0,7119.0,7119.0,7119.0,8083.0,8083.0,8083.0,8083,8083,27/02/2021 00:00
Saalekreis,15088,1916.0,,,,5911.0,5911.0,5911.0,5911.0,5911.0,5911.0,5911.0,5911.0,5911.0,5911.0,5911.0,5911.0,5911.0,5911.0,5911.0,8431.0,8431.0,8431.0,8431.0,8990.0,8990.0,9438.0,9438.0,9438.0,9698.0,9698.0,9698.0,10398.0,10398.0,10398.0,10398,10398,28/02/2021 00:00
Salzlandkreis,15089,,,,,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,8250.0,8250.0,8250.0,8250.0,9146.0,9146.0,9980.0,9980.0,9980.0,10385.0,10385.0,10385.0,11709.0,11709.0,11709.0,11709,11709,28/02/2021 00:00
Stendal,15090,2064.0,,,,2990.0,2990.0,2990.0,3114.0,3114.0,3213.0,3213.0,3351.0,3351.0,3351.0,3351.0,3351.0,3351.0,3351.0,3351.0,5220.0,5220.0,5220.0,5220.0,5591.0,5591.0,5876.0,5876.0,5876.0,5990.0,5990.0,5990.0,6827.0,6827.0,6827.0,6827,6827,28/02/2021 00:00
Wittenberg,15091,,,,,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,5501.0,5501.0,5501.0,5501.0,5722.0,5722.0,6313.0,6313.0,6313.0,6662.0,6662.0,6662.0,7539.0,7539.0,7539.0,7539,7539,28/02/2021 00:00
Erfurt,16051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/02/2021 00:00
Gera,16052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/02/2021 00:00
Jena,16053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/02/2021 00:00
Suhl,16054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/02/2021 00:00
Weimar,16055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/02/2021 00:00
Eisenach,16056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/02/2021 00:00
Eichsfeld,16061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/02/2021 00:00
Nordhausen,16062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/02/2021 00:00
Wartburgkreis,16063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/02/2021 00:00
Unstrut-Hainich-Kreis,16064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/02/2021 00:00
Kyffhäuserkreis,16065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/02/2021 00:00
Schmalkalden-Meiningen,16066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/02/2021 00:00
Gotha,16067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/02/2021 00:00
Sömmerda,16068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/02/2021 00:00
Hildburghausen,16069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/02/2021 00:00
Ilm-Kreis,16070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/02/2021 00:00
Weimarer Land,16071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/02/2021 00:00
Sonneberg,16072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/02/2021 00:00
Saalfeld-Rudolstadt,16073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/02/2021 00:00
Saale-Holzland-Kreis,16074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/02/2021 00:00
Saale-Orla-Kreis,16075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/02/2021 00:00
Greiz,16076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/02/2021 00:00
Altenburger Land,16077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/02/2021 00:00
