GEN,AGS,25.01.2021,26.01.2021,27.01.2021,28.01.2021,29.01.2021,30.01.2021,31.01.2021,01.02.2021,02.02.2021,03.02.2021,04.02.2021,05.02.2021,06.02.2021,07.02.2021,08.02.2021,09.02.2021,10.02.2021,11.02.2021,12.02.2021,13.02.2021,14.02.2021,15.02.2021,16.02.2021,17.02.2021,18.02.2021,19.02.2021,20.02.2021,21.02.2021,22.02.2021,23.02.2021,24.02.2021,25.02.2021,26.02.2021,27.02.2021,28.02.2021,01.03.2021,02.03.2021,03.03.2021,04.03.2021,05.03.2021,06.03.2021,07.03.2021,08.03.2021,09.03.2021,10.03.2021,11.03.2021,12.03.2021,13.03.2021,14.03.2021,15.03.2021,16.03.2021,17.03.2021,18.03.2021,19.03.2021,20.03.2021,21.03.2021,22.03.2021,23.03.2021,24.03.2021,25.03.2021,26.03.2021,27.03.2021,28.03.2021,29.03.2021,30.03.2021,31.03.2021,01.04.2021,02.04.2021,03.04.2021,04.04.2021,05.04.2021,06.04.2021,07.04.2021,08.04.2021,09.04.2021,10.04.2021,11.04.2021,12.04.2021,13.04.2021,14.04.2021,15.04.2021,16.04.2021,17.04.2021,18.04.2021,19.04.2021,20.04.2021,21.04.2021,current,current_time
Warendorf,5570,6000.0,,,,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,35294.0,35294.0,35294.0,35294.0,35294.0,35294.0,35294.0,35294.0,35294.0,45374.0,45374.0,45374.0,45374.0,45374.0,48947.0,48947.0,48947.0,55194.0,55194.0,55194.0,55194.0,55194.0,63891.0,63891.0,63891.0,63891.0,63891.0,63891.0,63891.0,63891,63891,21/04/2021 00:00
Bielefeld,5711,3013.0,,,,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,38543.0,38543.0,38543.0,38543.0,38543.0,38543.0,38543.0,38543.0,38543.0,52171.0,52171.0,52171.0,52171.0,52171.0,58093.0,58093.0,58093.0,65999.0,65999.0,65999.0,65999.0,65999.0,76869.0,76869.0,76869.0,76869.0,76869.0,76869.0,76869.0,76869,76869,20/04/2021 00:00
Gütersloh,5754,3075.0,,,,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,40747.0,40747.0,40747.0,40747.0,40747.0,40747.0,40747.0,40747.0,40747.0,55761.0,55761.0,55761.0,55761.0,55761.0,67770.0,67770.0,67770.0,75026.0,75026.0,75026.0,75026.0,75026.0,84734.0,84734.0,84734.0,84734.0,84734.0,84734.0,84734.0,84734,84734,21/04/2021 00:00
Herford,5758,2908.0,,,,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,12082.0,12082.0,12082.0,12082.0,12082.0,12082.0,12082.0,28315.0,28315.0,28315.0,28315.0,28315.0,28315.0,28315.0,33790.0,33790.0,35294.0,35294.0,35294.0,35294.0,35294.0,40158.0,40158.0,40158.0,45995.0,45995.0,45995.0,45995.0,50785.0,54225.0,54225.0,54225.0,54225.0,54225.0,54225.0,54225.0,54225,54225,21/04/2021 00:00
Höxter,5762,3194.0,,,,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,19593.0,19593.0,19593.0,19593.0,19593.0,19593.0,19593.0,19593.0,19593.0,24757.0,24757.0,24757.0,24757.0,24757.0,27994.0,27994.0,27994.0,32187.0,32187.0,32187.0,32187.0,32187.0,37809.0,37809.0,37809.0,37809.0,37809.0,37809.0,37809.0,37809,37809,21/04/2021 00:00
Lippe,5766,5186.0,,,,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,38200.0,38200.0,38200.0,38200.0,38200.0,38200.0,38200.0,38200.0,38200.0,52530.0,52530.0,52530.0,52530.0,52530.0,59463.0,59463.0,59463.0,68325.0,68325.0,68325.0,68325.0,68325.0,78579.0,78579.0,78579.0,78579.0,78579.0,78579.0,78579.0,78579,78579,21/04/2021 00:00
Minden-Lübbecke,5770,1553.0,,,,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,26399.0,26399.0,28066.0,28066.0,28066.0,28066.0,28066.0,28066.0,28066.0,28066.0,28066.0,28066.0,28066.0,28066.0,28066.0,41790.0,41790.0,41790.0,41790.0,41790.0,41790.0,41790.0,41790.0,41790.0,51417.0,51417.0,51417.0,51417.0,51417.0,57652.0,57652.0,57652.0,64093.0,64093.0,64093.0,64093.0,64093.0,72636.0,72636.0,72636.0,72636.0,72636.0,72636.0,72636.0,72636,72636,21/04/2021 00:00
Paderborn,5774,3837.0,,,,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,28914.0,28914.0,28914.0,28914.0,28914.0,28914.0,28914.0,28914.0,28914.0,28914.0,28914.0,28914.0,28914.0,33892.0,33892.0,33892.0,33892.0,33892.0,33892.0,33892.0,33892.0,33892.0,44412.0,44412.0,44412.0,44412.0,44412.0,49972.0,49972.0,49972.0,58067.0,58067.0,58067.0,58067.0,58067.0,69403.0,69403.0,69403.0,69403.0,69403.0,69403.0,69403.0,69403,69403,21/04/2021 00:00
Bochum,5911,10295.0,,,,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,19503.0,19503.0,19503.0,19503.0,20890.0,20890.0,20890.0,20890.0,20890.0,25254.0,25254.0,25254.0,16037.0,16037.0,27428.0,27428.0,27428.0,29315.0,29315.0,31417.0,31417.0,34514.0,34514.0,34514.0,34514.0,34514.0,34514.0,34514.0,41225.0,41225.0,41225.0,41225.0,44791.0,46121.0,46121.0,46121.0,46121.0,46121.0,46121.0,46121.0,53732.0,53732.0,53732.0,56464.0,56464.0,56464.0,56464.0,56464.0,56464.0,56464.0,56464.0,56464.0,56464.0,56464.0,54092.0,54092.0,54092.0,54092.0,54092.0,60547.0,60547.0,60547.0,68795.0,68795.0,68795.0,68795.0,94050.0,80549.0,80549.0,80549.0,80549.0,80549.0,80549.0,80549.0,80549,80549,20/04/2021 00:00
Dortmund,5913,5254.0,,,,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,20134.0,20134.0,20134.0,20134.0,23191.0,23191.0,23191.0,23191.0,23191.0,26806.0,26806.0,26806.0,26806.0,26806.0,26806.0,32924.0,32924.0,32924.0,32924.0,32924.0,32924.0,32924.0,32924.0,32924.0,32924.0,44146.0,44146.0,50182.0,50182.0,50182.0,50182.0,50182.0,50182.0,56959.0,56959.0,56959.0,56959.0,56959.0,56959.0,71899.0,73886.0,73886.0,78691.0,78691.0,78691.0,78691.0,78691.0,88996.0,88996.0,88996.0,100079.0,100079.0,100079.0,100079.0,100079.0,116892.0,116892.0,116892.0,116892.0,116892.0,116892.0,137466.0,137466,137466,20/04/2021 00:00
Hagen,5914,2911.0,,,,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,27284.0,27284.0,27284.0,27284.0,27284.0,27284.0,27284.0,27284.0,27284.0,35423.0,35423.0,35423.0,35423.0,35423.0,40251.0,40251.0,40251.0,45932.0,45932.0,45932.0,45932.0,45932.0,53652.0,53652.0,53652.0,53652.0,53652.0,53652.0,53652.0,53652,53652,21/04/2021 00:00
Hamm,5915,2167.0,,,,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,21255.0,21255.0,21255.0,21255.0,21255.0,21255.0,21255.0,21255.0,21255.0,25788.0,25788.0,25788.0,25788.0,25788.0,28570.0,28570.0,28570.0,32869.0,32869.0,32869.0,32869.0,32869.0,37811.0,37811.0,37811.0,37811.0,37811.0,37811.0,37811.0,37811,37811,20/04/2021 00:00
Herne,5916,3033.0,,,,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,17000.0,17000.0,17000.0,17000.0,17000.0,17000.0,17000.0,17000.0,17000.0,21549.0,21549.0,21549.0,21549.0,21549.0,24884.0,24884.0,24884.0,29981.0,29981.0,29981.0,29981.0,29981.0,36093.0,36093.0,36093.0,36093.0,36093.0,36093.0,36093.0,36093,36093,21/04/2021 00:00
Ennepe-Ruhr-Kreis,5954,3158.0,,,,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,34525.0,34525.0,36235.0,36235.0,36235.0,36235.0,36235.0,36235.0,36235.0,44438.0,44438.0,44438.0,44438.0,44438.0,48505.0,48505.0,48505.0,55260.0,55260.0,55260.0,55260.0,55260.0,66217.0,66217.0,66217.0,66217.0,66217.0,66217.0,66217.0,66217,66217,21/04/2021 00:00
Hochsauerlandkreis,5958,1838.0,,,,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,32159.0,32159.0,32159.0,32159.0,32159.0,32159.0,32159.0,32159.0,32159.0,40630.0,40630.0,40630.0,40630.0,40630.0,40630.0,40630.0,40630.0,50067.0,50067.0,50067.0,50067.0,50067.0,58102.0,58102.0,58102.0,58102.0,58102.0,58102.0,58102.0,58102,58102,21/04/2021 00:00
Märkischer Kreis,5962,1708.0,,,,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,45403.0,45403.0,45403.0,45403.0,45403.0,45403.0,45403.0,45403.0,45403.0,56117.0,56117.0,56117.0,56117.0,56117.0,62487.0,62487.0,62487.0,71599.0,71599.0,71599.0,71599.0,71599.0,84773.0,84773.0,84773.0,84773.0,84773.0,84773.0,84773.0,84773,84773,21/04/2021 00:00
Olpe,5966,2528.0,,,,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,17188.0,17188.0,17188.0,17188.0,17188.0,17188.0,17188.0,17188.0,17188.0,22113.0,22113.0,22113.0,22113.0,22113.0,26723.0,26723.0,26723.0,31233.0,31233.0,31233.0,44855.0,44855.0,44855.0,44855.0,44855.0,44855.0,44855.0,44855.0,44855.0,44855,44855,20/04/2021 00:00
Siegen-Wittgenstein,5970,1204.0,,,,1204.0,1204.0,1204.0,1204.0,1204.0,1204.0,1204.0,1204.0,1204.0,1204.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,51938.0,51938.0,51938.0,51938.0,51938.0,51938.0,51938.0,51938.0,51938.0,35774.0,35774.0,35774.0,35774.0,35774.0,39863.0,39863.0,39863.0,46358.0,46358.0,46358.0,46358.0,46358.0,54165.0,54165.0,54165.0,54165.0,54165.0,54165.0,54165.0,54165,54165,21/04/2021 00:00
Soest,5974,3699.0,,,,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,38724.0,38724.0,38724.0,38724.0,38724.0,38724.0,38724.0,38724.0,38724.0,48498.0,48498.0,48498.0,48498.0,48498.0,55176.0,55176.0,55176.0,60935.0,60935.0,60935.0,60935.0,60935.0,70738.0,70738.0,70738.0,70738.0,70738.0,70738.0,70738.0,70738,70738,21/04/2021 00:00
Unna,5978,2785.0,,,,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,14525.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,44300.0,44300.0,44300.0,44300.0,44300.0,44300.0,44300.0,44300.0,44300.0,55487.0,55487.0,55487.0,55487.0,55487.0,60991.0,60991.0,60991.0,72299.0,72299.0,72299.0,72299.0,72299.0,86383.0,86383.0,86383.0,86383.0,86383.0,86383.0,86383.0,86383,86383,21/04/2021 00:00
Darmstadt,6411,3524.0,,,,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774,18774,21/04/2021 00:00
Frankfurt am Main,6412,4500.0,,,,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,31915.0,31915.0,31915.0,31915.0,52300.0,78441.0,84951.0,84951.0,84951.0,84951.0,84951.0,84951.0,84951.0,100396.0,100396.0,100396.0,100396.0,100396.0,100396.0,100396.0,115982.0,115982.0,115982.0,115982.0,115982.0,115982.0,115982.0,115982.0,115982.0,115982.0,115982.0,115982.0,115982.0,115982.0,115982.0,115982.0,115982.0,115982.0,115982.0,115982.0,115982.0,115982.0,115982.0,115982.0,115982.0,115982.0,115982.0,201312,201312,21/04/2021 00:00
Offenbach am Main,6413,,,,,,,,,,,,,,,,,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363,2363,21/04/2021 00:00
Wiesbaden,6414,6887.0,,,,7450.0,7450.0,7450.0,7450.0,7450.0,7450.0,7450.0,7450.0,13236.0,13236.0,13236.0,13236.0,14804.0,14804.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,27535.0,27535.0,27535.0,27535.0,27535.0,27535.0,32750.0,32750.0,32750.0,32750.0,32750.0,32750.0,38717.0,38717.0,38717.0,38717.0,43835.0,43835.0,43835.0,43835.0,43835.0,43835.0,43835.0,49210.0,49210.0,49210.0,49210.0,49210.0,49210.0,49210.0,49210.0,49210.0,49210.0,49210.0,49210.0,49210.0,49210.0,49210.0,49210.0,49210.0,49210.0,49210.0,49210.0,49210.0,66200.0,66200.0,66200.0,66200.0,66200.0,71246.0,71246,71246,21/04/2021 00:00
Bergstraße,6431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2021 00:00
Darmstadt-Dieburg,6432,2484.0,,,,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,7784.0,7784.0,7784.0,7784.0,7784.0,7784.0,7784.0,7784.0,7784.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,17164.0,17164.0,17164.0,17164.0,17164.0,17164.0,17164.0,17164.0,17164.0,17164.0,17164.0,17164.0,17164.0,17164.0,17164.0,17164.0,17164.0,17164.0,17164.0,17164.0,17164.0,17164.0,17164.0,17164.0,17164.0,17164.0,17164.0,30956.0,30956.0,30956.0,30956.0,30956.0,30956.0,30956.0,39777.0,39777,39777,20/04/2021 00:00
Groß-Gerau,6433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2021 00:00
Hochtaunuskreis,6434,,,,,,,,,,,,,,,,,,,,,,,,10326.0,10326.0,10573.0,10573.0,10573.0,10573.0,11509.0,11509.0,12200.0,12412.0,12412.0,12412.0,12412.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,26867.0,26867.0,26867.0,26867.0,26867.0,26867.0,26867.0,26867.0,34136.0,34136.0,34136.0,34136.0,34136.0,34136.0,34136.0,34136.0,34136.0,34136.0,34136.0,34136.0,34136.0,40987.0,40987.0,40987.0,40987.0,40987.0,40987.0,40987.0,40987.0,40987,40987,20/04/2021 00:00
Main-Kinzig-Kreis,6435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22600.0,22600.0,22600.0,25769.0,25769.0,25769.0,25769.0,25769.0,25769.0,25769.0,25769.0,25769.0,25769.0,25769.0,25769.0,25769.0,25769.0,36642.0,36642.0,36642.0,36642.0,36642.0,36642.0,36642.0,36642.0,36642.0,36642.0,36642.0,36642.0,36642.0,36642.0,36642.0,36642.0,50169.0,51700.0,51700.0,51700.0,51700.0,57999.0,57999.0,57999.0,62100.0,62100,62100,21/04/2021 00:00
Main-Taunus-Kreis,6436,1032.0,,,,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,7044.0,7044.0,7044.0,7044.0,7044.0,7044.0,7044.0,7044.0,9992.0,9992.0,9992.0,9992.0,9992.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,50567.0,50567,50567,21/04/2021 00:00
Odenwaldkreis,6437,1422.0,,,,1422.0,1422.0,1422.0,1422.0,1422.0,1422.0,1422.0,1422.0,1422.0,1422.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,8244.0,8244.0,8244.0,8244.0,8244.0,8244.0,8244.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833,10833,21/04/2021 00:00
Offenbach,6438,,,,,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200,5200,21/04/2021 00:00
