GEN,AGS,25.01.2021,26.01.2021,27.01.2021,28.01.2021,29.01.2021,30.01.2021,31.01.2021,01.02.2021,02.02.2021,03.02.2021,04.02.2021,05.02.2021,06.02.2021,07.02.2021,08.02.2021,09.02.2021,10.02.2021,11.02.2021,12.02.2021,13.02.2021,14.02.2021,15.02.2021,16.02.2021,17.02.2021,18.02.2021,19.02.2021,20.02.2021,21.02.2021,22.02.2021,23.02.2021,24.02.2021,25.02.2021,26.02.2021,27.02.2021,28.02.2021,01.03.2021,02.03.2021,03.03.2021,04.03.2021,05.03.2021,06.03.2021,07.03.2021,08.03.2021,09.03.2021,10.03.2021,11.03.2021,12.03.2021,13.03.2021,14.03.2021,15.03.2021,16.03.2021,17.03.2021,18.03.2021,19.03.2021,20.03.2021,21.03.2021,22.03.2021,23.03.2021,24.03.2021,current,current_time
Leipzig,14729,,,,,,,,,,,,,,,,,,,,,,,,9974.0,9974.0,9974.0,9974.0,9974.0,9974.0,13829.0,13829.0,13829.0,13829.0,13829.0,15579.0,15579.0,15579.0,15579.0,15579.0,15579.0,19359.0,19359.0,19359.0,19359.0,19359.0,19359.0,19359.0,19359.0,19359.0,19359.0,19359.0,19359.0,27225.0,27225.0,27225.0,27225.0,27225.0,29609.0,29609,29609,23/03/2021 00:00
Nordsachsen,14730,,,,,,,,,,,,,,,,,,,,,,,,7942.0,7942.0,7942.0,7942.0,7942.0,7942.0,11241.0,11241.0,11241.0,11241.0,11241.0,13777.0,13777.0,13777.0,13777.0,13777.0,13777.0,15921.0,15921.0,15921.0,15921.0,15921.0,15921.0,15921.0,15921.0,15921.0,15921.0,15921.0,15921.0,23159.0,23159.0,23159.0,23159.0,23159.0,25269.0,25269,25269,23/03/2021 00:00
Dessau-Roßlau,15001,,,,,2330.0,2330.0,2330.0,2330.0,2330.0,2330.0,2330.0,2330.0,2330.0,2330.0,2330.0,2330.0,2330.0,2330.0,2330.0,5811.0,5811.0,5811.0,5811.0,5944.0,5944.0,6418.0,6418.0,6418.0,6752.0,6752.0,6752.0,7643.0,7643.0,7643.0,7643.0,7643.0,7643.0,7643.0,9597.0,9597.0,9597.0,9597.0,9597.0,9597.0,9597.0,9597.0,9597.0,9597.0,9597.0,9597.0,9597.0,9597.0,12386.0,12386.0,12386.0,12386.0,12386.0,12386.0,12386,12386,23/03/2021 00:00
Halle (Saale),15002,5527.0,,,,7533.0,7533.0,8804.0,8804.0,9056.0,9266.0,9798.0,10157.0,10361.0,10361.0,10394.0,10394.0,10785.0,10785.0,10785.0,13786.0,15152.0,15152.0,15152.0,15450.0,15450.0,16833.0,17374.0,18743.0,24210.0,19363.0,19363.0,19363.0,19363.0,21183.0,22205.0,22205.0,22931.0,22931.0,22931.0,22931.0,22931.0,29184.0,29184.0,29184.0,29184.0,32178.0,33156.0,33156.0,35158.0,35158.0,35832.0,35832.0,37833.0,37833.0,37833.0,40858.0,40858.0,41852.0,41852,41852,23/03/2021 00:00
Magdeburg,15003,,,,,5102.0,5102.0,5102.0,5102.0,5102.0,5102.0,5102.0,5102.0,5102.0,5102.0,5102.0,5102.0,5102.0,5102.0,5102.0,11074.0,11074.0,11074.0,11074.0,11764.0,11764.0,13248.0,13248.0,13248.0,13922.0,13922.0,13922.0,15582.0,15582.0,15582.0,15582.0,15582.0,15582.0,15582.0,18883.0,18883.0,18883.0,18883.0,18883.0,18883.0,18883.0,18883.0,18883.0,18883.0,18883.0,18883.0,18883.0,18883.0,32544.0,32544.0,32544.0,32544.0,32544.0,32544.0,32544,32544,23/03/2021 00:00
Altmarkkreis Salzwedel,15081,,,,,2811.0,2811.0,3162.0,3162.0,3162.0,3162.0,3162.0,3162.0,3162.0,3162.0,3162.0,3162.0,3162.0,3162.0,3162.0,5182.0,5182.0,5182.0,5182.0,5647.0,5647.0,6023.0,6023.0,6023.0,6023.0,6023.0,6023.0,6447.0,6447.0,6447.0,6447.0,6447.0,6447.0,6447.0,8083.0,8083.0,8764.0,8764.0,8764.0,8764.0,8764.0,8764.0,10377.0,10623.0,10623.0,10623.0,10623.0,10623.0,11745.0,11745.0,11745.0,11745.0,11745.0,11745.0,11745,11745,23/03/2021 00:00
Anhalt-Bitterfeld,15082,1341.0,,,,4081.0,4081.0,5532.0,5532.0,5532.0,5532.0,5532.0,5532.0,5532.0,5532.0,5532.0,5532.0,5532.0,5532.0,5532.0,6529.0,6529.0,6529.0,6529.0,7267.0,7267.0,7714.0,7714.0,7714.0,8506.0,8506.0,8506.0,9084.0,9084.0,9084.0,9084.0,9084.0,9084.0,9084.0,9671.0,9671.0,9671.0,9671.0,9671.0,9671.0,9671.0,9671.0,9671.0,9671.0,9671.0,9671.0,9671.0,9671.0,12866.0,12866.0,12866.0,12866.0,12866.0,12866.0,12866,12866,23/03/2021 00:00
Börde,15083,,,,,3622.0,3622.0,3622.0,3622.0,3622.0,3622.0,3622.0,3622.0,3622.0,3622.0,3622.0,3622.0,3622.0,3622.0,3622.0,5929.0,5929.0,5929.0,5929.0,6383.0,6383.0,6914.0,6914.0,6914.0,7262.0,7262.0,7262.0,8021.0,8021.0,8021.0,8021.0,8021.0,8021.0,8021.0,10037.0,10037.0,10037.0,10037.0,10037.0,10037.0,10037.0,10037.0,10037.0,10037.0,10037.0,10037.0,10037.0,10037.0,15641.0,15641.0,15641.0,15641.0,15641.0,15641.0,15641,15641,23/03/2021 00:00
Burgenlandkreis,15084,,,,,4594.0,4594.0,4594.0,4594.0,4594.0,4594.0,4594.0,4594.0,4594.0,4594.0,4594.0,4594.0,4594.0,4594.0,4594.0,6731.0,6731.0,6731.0,6731.0,7024.0,7024.0,7278.0,7278.0,7278.0,7375.0,7375.0,7375.0,7717.0,7717.0,7717.0,7717.0,7717.0,7717.0,7717.0,9697.0,9697.0,9697.0,9697.0,9697.0,9697.0,9697.0,9697.0,9697.0,9697.0,9697.0,9697.0,9697.0,9697.0,15929.0,15929.0,15929.0,15929.0,15929.0,15929.0,15929,15929,23/03/2021 00:00
Harz,15085,5386.0,,,,5567.0,5567.0,5567.0,5567.0,7583.0,7583.0,7583.0,7583.0,7583.0,7583.0,8991.0,8991.0,8991.0,8991.0,8991.0,10602.0,10602.0,10602.0,10602.0,11277.0,11277.0,12312.0,12595.0,12595.0,12595.0,12595.0,12595.0,12595.0,12595.0,12595.0,12595.0,12595.0,15954.0,15954.0,15954.0,15954.0,15954.0,15954.0,15954.0,15954.0,15954.0,15954.0,15954.0,15954.0,15954.0,15954.0,15954.0,15954.0,25080.0,25080.0,25080.0,25080.0,25080.0,28194.0,28194,28194,23/03/2021 00:00
Jerichower Land,15086,,,,,2402.0,2402.0,2402.0,2402.0,2402.0,2402.0,2402.0,2402.0,2402.0,2402.0,2402.0,2402.0,2402.0,2402.0,2402.0,4356.0,4356.0,4356.0,4356.0,4600.0,4600.0,5547.0,5547.0,5547.0,5547.0,5547.0,5547.0,5547.0,5547.0,5547.0,5547.0,5547.0,5547.0,5547.0,7109.0,7109.0,7109.0,7109.0,7109.0,7109.0,7109.0,7109.0,7109.0,7109.0,7109.0,7109.0,7109.0,7109.0,10465.0,10465.0,10465.0,10465.0,10465.0,10465.0,10465,10465,23/03/2021 00:00
Mansfeld-Südharz,15087,2040.0,,,,3160.0,3160.0,3160.0,3160.0,3160.0,3160.0,4839.0,4839.0,4839.0,4839.0,4839.0,4839.0,4839.0,4839.0,4839.0,6182.0,6182.0,6182.0,6182.0,6756.0,6756.0,7083.0,7083.0,7083.0,7119.0,7119.0,7119.0,8083.0,8083.0,8083.0,8083.0,8083.0,8083.0,8083.0,9171.0,9171.0,9171.0,9171.0,9171.0,9171.0,9171.0,9171.0,9171.0,9171.0,9171.0,9171.0,9171.0,9171.0,12889.0,12889.0,12889.0,12889.0,12889.0,12889.0,12889,12889,23/03/2021 00:00
Saalekreis,15088,1916.0,,,,5911.0,5911.0,5911.0,5911.0,5911.0,5911.0,5911.0,5911.0,5911.0,5911.0,5911.0,5911.0,5911.0,5911.0,5911.0,8431.0,8431.0,8431.0,8431.0,8990.0,8990.0,9438.0,9438.0,9438.0,9698.0,9698.0,9698.0,10398.0,10398.0,10398.0,10398.0,10398.0,10398.0,10398.0,12250.0,12250.0,12250.0,12250.0,12250.0,12250.0,12250.0,14395.0,14395.0,14395.0,14395.0,14395.0,14395.0,14395.0,16835.0,16835.0,16835.0,18010.0,18010.0,18010.0,18010,18010,23/03/2021 00:00
Salzlandkreis,15089,,,,,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,8250.0,8250.0,8250.0,8250.0,9146.0,9146.0,9980.0,9980.0,9980.0,10385.0,10385.0,10385.0,11709.0,11709.0,11709.0,11709.0,11709.0,11709.0,11709.0,13591.0,13591.0,13591.0,13591.0,13591.0,13591.0,13591.0,13591.0,13591.0,13591.0,13591.0,13591.0,13591.0,13591.0,18824.0,18824.0,18824.0,18824.0,18824.0,18824.0,18824,18824,23/03/2021 00:00
Stendal,15090,2064.0,,,,2990.0,2990.0,2990.0,3114.0,3114.0,3213.0,3213.0,3351.0,3351.0,3351.0,3351.0,3351.0,3351.0,3351.0,3351.0,5220.0,5220.0,5220.0,5220.0,5591.0,5591.0,5876.0,5876.0,5876.0,5990.0,5990.0,5990.0,6827.0,6827.0,6827.0,6827.0,6827.0,6827.0,6827.0,8739.0,8739.0,8739.0,8739.0,8739.0,8739.0,8739.0,8739.0,8739.0,8739.0,8739.0,8739.0,8739.0,8739.0,10325.0,10325.0,10325.0,10325.0,10325.0,10325.0,10325,10325,23/03/2021 00:00
Wittenberg,15091,,,,,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,5501.0,5501.0,5501.0,5501.0,5722.0,5722.0,6313.0,6313.0,6313.0,6662.0,6662.0,6662.0,7539.0,7539.0,7539.0,7539.0,7539.0,7539.0,7539.0,9251.0,9251.0,9251.0,9251.0,9251.0,9251.0,9251.0,9251.0,9251.0,9251.0,9251.0,9251.0,9251.0,9251.0,13635.0,13635.0,13635.0,13635.0,13635.0,13635.0,13635,13635,23/03/2021 00:00
Erfurt,16051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Gera,16052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 07:30
Jena,16053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Suhl,16054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Weimar,16055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Eisenach,16056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Eichsfeld,16061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Nordhausen,16062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Wartburgkreis,16063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Unstrut-Hainich-Kreis,16064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Kyffhäuserkreis,16065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Schmalkalden-Meiningen,16066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Gotha,16067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Sömmerda,16068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Hildburghausen,16069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Ilm-Kreis,16070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Weimarer Land,16071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Sonneberg,16072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Saalfeld-Rudolstadt,16073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Saale-Holzland-Kreis,16074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Saale-Orla-Kreis,16075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Greiz,16076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Altenburger Land,16077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
