GEN,AGS,25.01.2021,26.01.2021,27.01.2021,28.01.2021,29.01.2021,30.01.2021,31.01.2021,01.02.2021,02.02.2021,03.02.2021,04.02.2021,05.02.2021,06.02.2021,07.02.2021,08.02.2021,09.02.2021,10.02.2021,11.02.2021,12.02.2021,13.02.2021,14.02.2021,15.02.2021,16.02.2021,17.02.2021,18.02.2021,19.02.2021,20.02.2021,21.02.2021,22.02.2021,23.02.2021,24.02.2021,25.02.2021,26.02.2021,27.02.2021,28.02.2021,01.03.2021,02.03.2021,03.03.2021,04.03.2021,05.03.2021,06.03.2021,07.03.2021,08.03.2021,09.03.2021,10.03.2021,11.03.2021,12.03.2021,13.03.2021,14.03.2021,15.03.2021,16.03.2021,17.03.2021,18.03.2021,19.03.2021,20.03.2021,21.03.2021,22.03.2021,23.03.2021,24.03.2021,current,current_time
Offenbach,6438,,,,,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200,5200,23/03/2021 00:00
Rheingau-Taunus-Kreis,6439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7709.0,7709.0,7709.0,7709.0,7709.0,7709.0,7709.0,7709.0,7709.0,7709.0,7709.0,12438.0,12438.0,12438.0,12438.0,12438.0,12438.0,12438.0,16127.0,16127.0,16127.0,18388.0,18388.0,18388,18388,24/03/2021 00:00
Wetteraukreis,6440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Gießen,6531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Lahn-Dill-Kreis,6532,3692.0,,,,6276.0,6276.0,6276.0,6801.0,6801.0,6801.0,6801.0,6801.0,7101.0,7178.0,7178.0,7444.0,7444.0,8719.0,8719.0,8719.0,8719.0,8719.0,8719.0,8719.0,8719.0,8719.0,11633.0,11633.0,11633.0,12075.0,12375.0,12375.0,12375.0,12375.0,12375.0,12375.0,14186.0,14186.0,14186.0,14186.0,14186.0,14186.0,16975.0,16975.0,16975.0,16975.0,16975.0,16975.0,16975.0,16975.0,16975.0,25489.0,26048.0,26048.0,26048.0,26048.0,26048.0,28873.0,28873,28873,24/03/2021 00:00
Limburg-Weilburg,6533,,,,,2262.0,2724.0,2724.0,2724.0,2724.0,2828.0,2828.0,2828.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,3669.0,3669.0,3669.0,3669.0,3669.0,3669.0,3669.0,3669.0,3669.0,3669.0,3669.0,5264.0,5264.0,5264.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437,5437,24/03/2021 00:00
Marburg-Biedenkopf,6534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11134.0,11134.0,11134.0,11134.0,11134.0,11134.0,11134.0,10770.0,10770.0,10770.0,10770.0,10770.0,10770.0,10770.0,10770.0,10770.0,10770.0,10770.0,10770.0,10770.0,26523.0,26523.0,26523.0,26523.0,26523.0,26523.0,26523.0,26523.0,26523,26523,24/03/2021 00:00
Vogelsbergkreis,6535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Kassel,6611,3055.0,,,,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069,17069,23/03/2021 00:00
Fulda,6631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Hersfeld-Rotenburg,6632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Kassel,6633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Schwalm-Eder-Kreis,6634,,,,,4386.0,4386.0,4386.0,4875.0,4875.0,4875.0,4875.0,4875.0,5564.0,5564.0,5995.0,5995.0,6166.0,6166.0,6166.0,6166.0,6166.0,6166.0,6166.0,6166.0,6166.0,6166.0,8089.0,8089.0,8089.0,8624.0,8624.0,8624.0,8624.0,8624.0,8624.0,8624.0,8624.0,8624.0,8624.0,8624.0,8624.0,8624.0,8624.0,8624.0,15864.0,15864.0,15864.0,17297.0,17297.0,17297.0,17297.0,17297.0,17297.0,17297.0,17297.0,17297.0,22056.0,22056.0,22056,22056,23/03/2021 00:00
Waldeck-Frankenberg,6635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Werra-Meißner-Kreis,6636,2445.0,,,,3904.0,3904.0,3904.0,3904.0,3904.0,4206.0,4374.0,4374.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,6034.0,6034.0,6034.0,6034.0,6034.0,7046.0,7046.0,7046.0,7046.0,7046.0,7665.0,7665.0,7665.0,7665.0,7665.0,7665.0,9177.0,9177.0,9918.0,9918.0,11078.0,11565.0,11565.0,11565.0,12772.0,12772.0,12772.0,12772.0,12772.0,12772.0,12772.0,12772.0,15931.0,15931.0,15931.0,15931.0,15931.0,15931.0,15931,15931,24/03/2021 00:00
Koblenz,7111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Ahrweiler,7131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Altenkirchen (Westerwald),7132,1680.0,,,,1680.0,1680.0,1680.0,1680.0,1680.0,1680.0,1680.0,1680.0,1680.0,1680.0,1680.0,1680.0,1680.0,1680.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,7983.0,7983.0,7983.0,7983.0,9162.0,9162.0,9162.0,9162.0,9162.0,9162.0,9162.0,9162.0,9162.0,9162.0,9162.0,9162.0,11775,11775,24/03/2021 00:00
Bad Kreuznach,7133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Birkenfeld,7134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Cochem-Zell,7135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Mayen-Koblenz,7137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Neuwied,7138,6465.0,,,,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465,6465,23/03/2021 00:00
Rhein-Hunsrück-Kreis,7140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Rhein-Lahn-Kreis,7141,3321.0,,,,3799.0,3799.0,3799.0,3799.0,3799.0,3799.0,3799.0,3799.0,3939.0,3939.0,3939.0,3939.0,3939.0,3939.0,3939.0,3939.0,3939.0,3939.0,4064.0,4064.0,4064.0,4064.0,4064.0,4064.0,5037.0,5548.0,5548.0,5548.0,5548.0,5548.0,5548.0,5548.0,5548.0,5548.0,5548.0,5548.0,9353.0,9353.0,9353.0,9918.0,9918.0,9918.0,11097.0,11097.0,11257.0,11570.0,11570.0,11570.0,11570.0,11570.0,11570.0,11570.0,12746.0,12746.0,12746,12746,23/03/2021 00:00
Westerwaldkreis,7143,2021.0,,,,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,5343.0,5343.0,5343.0,5343.0,5343.0,5343.0,5343.0,5343.0,5343.0,5343.0,7985.0,7985.0,15964.0,15964.0,8979.0,8979.0,8979.0,8979.0,8979.0,18107.0,18414.0,18414.0,18414.0,18414.0,18414.0,18414.0,21193.0,21193.0,14433.0,14433.0,14433.0,14433.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839,15839,23/03/2021 00:00
Trier,7211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Bernkastel-Wittlich,7231,2727.0,,,,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,7319.0,7319.0,7319.0,7319.0,7319.0,7319.0,8866.0,8866.0,8866.0,8866.0,8866.0,8866.0,8866.0,8866.0,8866.0,8866,8866,23/03/2021 00:00
Eifelkreis Bitburg-Prüm,7232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Vulkaneifel,7233,2304.0,,,,2304.0,2304.0,2304.0,2304.0,2304.0,2304.0,2304.0,2304.0,5237.0,5237.0,4153.0,4153.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,10070.0,10070.0,10570.0,10570.0,10570.0,10570.0,10570.0,10570.0,10570.0,10570.0,10570.0,10570.0,10570,10570,23/03/2021 00:00
Trier-Saarburg,7235,8600.0,,,,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600,8600,23/03/2021 00:00
Frankenthal (Pfalz),7311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Kaiserslautern,7312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Landau in der Pfalz,7313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Ludwigshafen am Rhein,7314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Mainz,7315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Neustadt an der Weinstraße,7316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Pirmasens,7317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Speyer,7318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Worms,7319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Zweibrücken,7320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Alzey-Worms,7331,995.0,,,,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995,995,23/03/2021 00:00
Bad Dürkheim,7332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Donnersbergkreis,7333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Germersheim,7334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Kaiserslautern,7335,,,,,,,,,,,,,,,,,,,,,,,,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891,5891,23/03/2021 00:00
Kusel,7336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Südliche Weinstraße,7337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Rhein-Pfalz-Kreis,7338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Mainz-Bingen,7339,2689.0,,,,2689.0,2689.0,2689.0,2689.0,5476.0,5476.0,5476.0,5476.0,5476.0,5476.0,6565.0,6565.0,6565.0,6565.0,6565.0,6565.0,6565.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266,8266,24/03/2021 00:00
Südwestpfalz,7340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Stuttgart,8111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Böblingen,8115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Esslingen,8116,,,,,,,,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340,2340,24/03/2021 00:00
Göppingen,8117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Ludwigsburg,8118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Rems-Murr-Kreis,8119,2695.0,,,,3520.0,3757.0,3757.0,3757.0,3757.0,3757.0,3775.0,3775.0,4301.0,4544.0,4544.0,4544.0,4544.0,4544.0,5048.0,5184.0,5184.0,5184.0,5184.0,5184.0,5184.0,6469.0,6469.0,6673.0,6673.0,6673.0,7546.0,7546.0,7546.0,7546.0,8593.0,8981.0,9494.0,10006.0,10470.0,10470.0,11730.0,11893.0,11893.0,12795.0,12795.0,13749.0,14430.0,15012.0,15317.0,15317.0,15317.0,16189.0,16213.0,16513.0,16513.0,16744.0,17279.0,18247.0,18247,18247,23/03/2021 00:00
Heilbronn,8121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Heilbronn,8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Hohenlohekreis,8126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Schwäbisch Hall,8127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Main-Tauber-Kreis,8128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654,7654,23/03/2021 00:00
Heidenheim,8135,,,,,,,,,,,,,,,,,,,,,,,,,,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535,2535,23/03/2021 00:00
Ostalbkreis,8136,,,,,,,,,,,,,3469.0,3469.0,3469.0,3469.0,3469.0,4356.0,4356.0,4356.0,4356.0,4356.0,4356.0,6218.0,6218.0,6218.0,6218.0,6218.0,6218.0,6218.0,6218.0,8636.0,8636.0,8636.0,8636.0,8636.0,8636.0,8636.0,10972.0,10972.0,10972.0,10972.0,10972.0,10972.0,15222.0,15222.0,15222.0,15222.0,15222.0,15222.0,15222.0,15222.0,19106.0,19106.0,19106.0,19106.0,19106.0,19106.0,19106,19106,24/03/2021 00:00
Baden-Baden,8211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Karlsruhe,8212,,,,,,,,,,,,,,,,,,,,,,,,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812,35812,24/03/2021 00:00
Karlsruhe,8215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Rastatt,8216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Heidelberg,8221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Mannheim,8222,15629.0,,,,15629.0,15629.0,15629.0,15629.0,15629.0,15629.0,15629.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,37555.0,37555.0,37555.0,37555.0,37555.0,37555.0,37555.0,37555.0,37555.0,37555.0,37555.0,37555.0,37555.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355,47355,23/03/2021 00:00
Neckar-Odenwald-Kreis,8225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Rhein-Neckar-Kreis,8226,,,,,,,,,,,,,,,,,,,,,,,,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034,43034,24/03/2021 00:00
Pforzheim,8231,,,,,,,,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,,,,,,,,,,,,,,,,,,,,,,846.0,23/03/2021 00:00
Calw,8235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Enzkreis,8236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707,2707,23/03/2021 00:00
Freudenstadt,8237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000,4000,23/03/2021 00:00
Freiburg im Breisgau,8311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Breisgau-Hochschwarzwald,8315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Emmendingen,8316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8306.0,8306.0,8306.0,8306.0,8306.0,8306.0,8306.0,11795.0,11795.0,11795.0,11795.0,11795.0,11795.0,11795.0,14094.0,14094.0,14094.0,14094.0,14094.0,14094,14094,23/03/2021 00:00
Ortenaukreis,8317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Rottweil,8325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Schwarzwald-Baar-Kreis,8326,,,,,1007.0,1007.0,1007.0,1007.0,1007.0,1007.0,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0,6458.0,6458.0,4518.0,4518.0,4518.0,4518.0,4518.0,9036.0,9036.0,6807.0,6807.0,6807.0,6807.0,6807.0,6807.0,6807.0,8881.0,8881.0,8881.0,17774.0,17774.0,17774.0,8881.0,8881.0,8881.0,8881.0,8881.0,11875.0,11875.0,11875.0,15931.0,15931.0,15931.0,15931.0,15931.0,15931.0,15931.0,15931.0,15931.0,15931,15931,24/03/2021 00:00
Tuttlingen,8327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5725.0,5725.0,5725.0,6628.0,7053.0,7478.0,7478.0,11583.0,12149.0,12760.0,12760.0,13310.0,13543.0,13866.0,14189.0,14512.0,15281.0,15281.0,15767.0,16253.0,16253,16253,23/03/2021 00:00
