date	dosen_kumulativ	dosen_differenz_zum_vortag	dosen_erst_differenz_zum_vortag	dosen_zweit_differenz_zum_vortag	dosen_biontech_kumulativ	dosen_moderna_kumulativ	dosen_astrazeneca_kumulativ	personen_erst_kumulativ	personen_voll_kumulativ	impf_quote_erst	impf_quote_voll	indikation_alter_dosen	indikation_beruf_dosen	indikation_medizinisch_dosen	indikation_pflegeheim_dosen	indikation_alter_erst	indikation_beruf_erst	indikation_medizinisch_erst	indikation_pflegeheim_erst	indikation_alter_voll	indikation_beruf_voll	indikation_medizinisch_voll	indikation_pflegeheim_voll
2021-01-23	1796328	92643	48794	43849	1774591	21737	0	1576946	219382	0.01896	0.00264	607909	868919	68859	614198	529808	765828	61996	522007	78101	103091	6863	92191
2021-01-24	1862543	66215	38066	28149	1840562	21981	0	1615012	247531	0.01942	0.00298	630527	896040	69749	638287	543179	780826	62317	533801	87348	115214	7432	104486
2021-01-25	1959878	97335	57742	39593	1936423	23455	0	1672754	287124	0.02011	0.00345	669905	938978	73166	663880	570712	802934	63964	546483	99193	136044	9202	117397
2021-01-26	2062562	102684	53106	49578	2037519	25043	0	1725860	336702	0.02075	0.00405	708041	987186	76837	691567	595469	823628	65264	558476	112572	163558	11573	133091
2021-01-27	2175850	113288	54056	59232	2148896	26954	0	1779916	395934	0.02140	0.00476	748477	1041735	81906	723413	618725	845960	67055	570661	129752	195775	14851	152752
2021-01-28	2276388	100538	51576	48962	2242951	33437	0	1831492	444896	0.02202	0.00535	785054	1090600	86028	749747	640396	868814	68578	582526	144658	221786	17450	167221
2021-01-29	2385712	109324	55806	53518	2350871	34841	0	1887298	498414	0.02269	0.00599	825366	1141926	91295	777802	662313	892757	70784	593505	163053	249169	20511	184297
2021-01-30	2473452	87740	39559	48181	2437737	35715	0	1926857	546595	0.02317	0.00657	858757	1182501	94952	803262	678427	911045	72184	601370	180330	271456	22768	201892
2021-01-31	2536160	62708	31328	31380	2500103	36057	0	1958185	577975	0.02355	0.00695	882301	1210926	96982	818987	691998	925334	73340	607150	190303	285592	23642	211837
2021-02-01	2652053	115893	50032	65861	2614419	37634	0	2008217	643836	0.02415	0.00774	923125	1268745	100531	847987	712031	950095	75156	617009	211094	318650	25375	230978
2021-02-02	2779720	127667	57920	69747	2740057	39663	0	2066137	713583	0.02484	0.00858	964445	1335595	105419	880228	730834	983073	77626	626717	233611	352522	27793	253511
2021-02-03	2922047	142327	57755	84572	2876930	45117	0	2123892	798155	0.02554	0.00960	1016680	1404288	110848	917705	753249	1010727	79763	637656	263431	393561	31085	280049
2021-02-04	3057441	135394	62913	72481	3007298	50143	0	2186805	870636	0.02629	0.01047	1062187	1473648	115300	950188	774507	1045928	81949	646970	287680	427720	33351	303218
2021-02-05	3190028	132587	59333	73254	3135812	54216	0	2246138	943890	0.02701	0.01135	1111743	1538109	120103	981806	798013	1075462	83448	656499	313730	462647	36655	325307
2021-02-06	3293786	103758	48602	55156	3236169	57617	0	2294740	999046	0.02759	0.01201	1147413	1589749	124606	1008713	815551	1100765	85298	665551	331862	488984	39308	343162
2021-02-07	3353183	59397	32877	26520	3292106	61077	0	2327617	1025566	0.02799	0.01233	1170026	1617209	127304	1022529	828407	1116750	86533	671201	341619	500459	40771	351328
2021-02-08	3459451	106268	54656	51612	3394395	65039	17	2382273	1077178	0.02864	0.01295	1221046	1659339	131159	1042109	859851	1134600	88337	678767	361195	524739	42822	363342
2021-02-09	3584144	124693	59618	65075	3515715	68308	121	2441891	1142253	0.02936	0.01373	1279320	1711694	135414	1064415	895575	1152769	91017	687239	383745	558925	44397	377176
2021-02-10	3733537	149393	75197	74196	3652674	73238	7625	2517088	1216449	0.03027	0.01463	1342068	1781432	139156	1092399	934258	1182430	92618	697417	407810	599002	46538	394982
2021-02-11	3877410	143873	71451	72422	3776771	79187	21452	2588539	1288871	0.03112	0.01550	1400543	1851618	144481	1117880	968614	1213880	94920	706953	431929	637738	49561	410927
2021-02-12	4035606	158196	79981	78215	3911666	88724	35216	2668520	1367086	0.03209	0.01644	1470582	1923982	150681	1144770	1009954	1246388	97596	716698	460628	677594	53085	428072
2021-02-13	4145487	109881	63249	46632	4005850	92095	47542	2731769	1413718	0.03285	0.01700	1525403	1968309	155219	1162433	1044438	1271038	99369	723520	480965	697271	55850	438913
2021-02-14	4212240	66753	39771	26982	4062773	94947	54520	2771540	1440700	0.03333	0.01732	1563410	1992776	156797	1170907	1068831	1284379	100186	727048	494579	708397	56611	443859
2021-02-15	4339066	126826	70801	56025	4171226	98268	69572	2842341	1496725	0.03418	0.01800	1629710	2041870	160671	1190631	1109339	1309961	102319	733658	520371	731909	58352	456973
2021-02-16	4475284	136218	81463	54755	4279410	102895	92979	2923804	1551480	0.03516	0.01866	1694973	2100549	163310	1208766	1151062	1345397	103832	740432	543911	755152	59478	468334
2021-02-17	4624314	149030	94410	54620	4402280	109888	112146	3018214	1606100	0.03629	0.01931	1773348	2158476	168227	1230503	1206730	1378556	106701	748925	566618	779920	61526	481578
2021-02-18	4769611	145297	93261	52036	4516800	116954	135857	3111475	1658136	0.03741	0.01994	1847964	2217628	171608	1250733	1258714	1415056	108450	756821	589250	802572	63158	493912
2021-02-19	4919640	150029	96543	53486	4635829	124862	158949	3208018	1711622	0.03857	0.02058	1927396	2275939	176344	1268668	1315888	1449324	111025	763600	611508	826615	65319	505068
2021-02-20	5032191	112551	74924	37627	4722145	130324	179722	3282942	1749249	0.03947	0.02103	1987056	2319203	179943	1281935	1358574	1477573	113259	767552	628482	841630	66684	514383
2021-02-21	5117782	85591	56648	28943	4787990	134544	195248	3339590	1778192	0.04016	0.02138	2034324	2350788	182451	1291147	1392060	1498012	114380	769331	642264	852776	68071	521816
2021-02-22	5269657	151875	98943	52932	4906866	141983	220808	3438533	1831124	0.04135	0.02202	2112217	2413274	187308	1308613	1449926	1533539	117367	775621	662291	879735	69941	532992
2021-02-23	5428981	159324	103702	55622	5033793	148238	246950	3542235	1886746	0.04259	0.02269	2190651	2480380	192790	1326408	1508887	1570306	120727	783040	681764	910074	72063	543368
2021-02-24	5602970	173989	116353	57636	5166176	155745	281049	3658588	1944382	0.04399	0.02338	2275283	2555482	199322	1344370	1572566	1615310	124992	790328	702717	940172	74330	554042
2021-02-25	5781916	178946	127019	51927	5290447	161918	329551	3785607	1996309	0.04552	0.02400	2355613	2639701	205992	1360933	1634487	1671923	130007	797789	721126	967778	75985	563144
2021-02-26	5975138	193222	134958	58264	5422798	168969	383371	3920565	2054573	0.04714	0.02470	2441333	2731784	212783	1377969	1698591	1734260	135000	804289	742742	997524	77783	573680
2021-02-27	6120948	145810	107305	38505	5516325	173119	431504	4027870	2093078	0.04843	0.02517	2505257	2802695	219666	1388388	1746317	1786795	140071	807648	758940	1015900	79595	580740
2021-02-28	6234292	113344	85595	27749	5583357	176646	474289	4113465	2120827	0.04946	0.02550	2552293	2860820	224996	1394608	1781122	1832506	144482	809224	771171	1028314	80514	585384
2021-03-01	6424827	190535	140400	50135	5712324	184324	528179	4253865	2170962	0.05115	0.02610	2653970	2936402	232450	1408113	1855162	1891105	150640	813971	798808	1045297	81810	594142
2021-03-02	6636830	212003	156358	55645	5856131	192686	588013	4410223	2226607	0.05303	0.02677	2762771	3024502	241681	1423542	1933465	1959240	157674	820253	829306	1065262	84007	603289
2021-03-03	6874111	237281	170999	66282	6017116	203840	653155	4581222	2292889	0.05508	0.02757	2881136	3122251	253256	1443034	2015289	2033950	166764	829070	865847	1088301	86492	613964
2021-03-04	7108705	234594	173172	61422	6159132	216322	733251	4754394	2354311	0.05717	0.02831	2991124	3226680	265355	1459305	2090660	2117834	176484	834607	900464	1108846	88871	624698
2021-03-05	7346860	238155	176726	61429	6298495	228037	820328	4931120	2415740	0.05929	0.02905	3103703	3333152	279596	1472677	2165516	2206564	187926	839369	938187	1126588	91670	633308
2021-03-06	7535659	188799	142445	46354	6404789	235470	895400	5073565	2462094	0.06100	0.02960	3191050	3417879	290116	1480619	2220016	2281153	196878	841594	971034	1136726	93238	639025
2021-03-07	7681678	146019	112409	33610	6487482	241762	952434	5185974	2495704	0.06236	0.03001	3262925	3480314	298305	1485245	2267384	2336512	204279	843003	995541	1143802	94026	642242
2021-03-08	7897100	215422	164434	50988	6617613	252559	1026928	5350408	2546692	0.06433	0.03062	3377837	3562321	314113	1496122	2345645	2405844	218456	847786	1032192	1156477	95657	648336
