date	dosen_kumulativ	dosen_biontech_kumulativ	dosen_biontech_erst_kumulativ	dosen_biontech_zweit_kumulativ	dosen_biontech_dritt_kumulativ	dosen_moderna_kumulativ	dosen_moderna_erst_kumulativ	dosen_moderna_zweit_kumulativ	dosen_moderna_dritt_kumulativ	dosen_astra_kumulativ	dosen_astra_erst_kumulativ	dosen_astra_zweit_kumulativ	dosen_astra_dritt_kumulativ	dosen_johnson_kumulativ	dosen_johnson_erst_kumulativ	dosen_johnson_zweit_kumulativ	dosen_johnson_dritt_kumulativ	dosen_novavax_kumulativ	dosen_novavax_erst_kumulativ	dosen_novavax_zweit_kumulativ	dosen_novavax_dritt_kumulativ	dosen_erst_kumulativ	dosen_zweit_kumulativ	dosen_dritt_kumulativ	dosen_differenz_zum_vortag	dosen_erst_differenz_zum_vortag	dosen_zweit_differenz_zum_vortag	dosen_dritt_differenz_zum_vortag	dosen_vollstaendig_differenz_zum_vortag	dosen_erst_unvollstaendig_differenz_zum_vortag	personen_erst_kumulativ	personen_voll_kumulativ	personen_auffrisch_kumulativ	impf_quote_erst	impf_quote_voll	dosen_dim_kumulativ	dosen_kbv_kumulativ	indikation_alter_dosen	indikation_beruf_dosen	indikation_medizinisch_dosen	indikation_pflegeheim_dosen	indikation_alter_erst	indikation_beruf_erst	indikation_medizinisch_erst	indikation_pflegeheim_erst	indikation_alter_voll	indikation_beruf_voll	indikation_medizinisch_voll	indikation_pflegeheim_voll
2021-06-30	75719590	55602793	31641260	23961086	447	6536456	3737743	2798461	252	11618867	9150164	2468664	39	1961474	1961420	44	10	0	0	0	0	46490587	29228255	748	1028781	479217	549553	11	572742	456028	46490587	31189729	748	0.55908	0.37508	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-01	76705867	56350574	32053906	24296209	459	6618965	3768323	2850390	252	11751902	9163802	2588060	40	1984426	1984372	44	10	0	0	0	0	46970403	29734703	761	986277	479816	506448	13	529400	456864	46970403	31719129	761	0.56485	0.38145	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-02	77556221	57005123	32396825	24607821	477	6713037	3800183	2912601	253	11831295	9173056	2658199	40	2006766	2006712	44	10	0	0	0	0	47376776	30178665	780	850354	406373	443962	19	466302	384033	47376776	32185431	780	0.56974	0.38705	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-03	77934758	57261748	32519545	24741719	484	6792469	3824922	2967290	257	11858499	9175880	2682579	40	2022042	2021988	44	10	0	0	0	0	47542335	30391632	791	378537	165559	212967	11	228243	150283	47542335	32413674	791	0.57173	0.3898	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-04	78208724	57443962	32593208	24850265	489	6860711	3843490	3016963	258	11873081	9177355	2695686	40	2030970	2030916	44	10	0	0	0	0	47644969	30562958	797	273966	102634	171326	6	180254	93706	47644969	32593928	797	0.57297	0.39197	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-05	78746621	57833170	32760770	25071902	498	6954796	3869774	3084760	262	11912720	9181755	2730925	40	2045935	2045881	44	10	0	0	0	0	47858180	30887631	810	537897	213211	324673	13	339638	198246	47858180	32933566	810	0.57553	0.39605	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-06	79528108	58454548	33004196	25449850	502	7053387	3895270	3157854	263	11958183	9186395	2771748	40	2061990	2061931	44	15	0	0	0	0	48147792	31379496	820	781487	289612	491865	10	507915	273562	48147792	33441486	820	0.57901	0.40216	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-07	80528350	59289124	33301348	25987264	512	7148390	3920082	3228041	267	12009610	9191835	2817735	40	2081226	2081127	44	55	0	0	0	0	48494392	32033084	874	1000242	346600	653588	54	672784	327404	48494392	34114310	874	0.58318	0.41025	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-08	81380224	59978380	33540748	26437110	522	7248593	3942789	3305528	276	12052394	9196145	2856209	40	2100857	2100758	44	55	0	0	0	0	48780440	32598891	893	851874	286048	565807	19	585438	266417	48780440	34699748	893	0.58662	0.41729	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-09	82141176	60577091	33740463	26836071	557	7346743	3960861	3385588	294	12095704	9200599	2895058	47	2121638	2121538	44	56	0	0	0	0	49023461	33116761	954	760952	243021	517870	61	538650	222241	49023461	35238399	954	0.58954	0.42377	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-10	82486028	60806548	33817501	26988484	563	7431157	3979176	3451684	297	12116871	9202057	2914767	47	2131452	2131339	51	62	0	0	0	0	49130073	33354986	969	344852	106612	238225	15	248026	96811	49130073	35486438	969	0.59083	0.42675	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-11	82714996	60952925	33863819	27088538	568	7495041	3994125	3500619	297	12127167	9202530	2924590	47	2139863	2139747	54	62	0	0	0	0	49200221	33513801	974	228968	70148	158815	5	167223	61740	49200221	35653664	974	0.59167	0.42876	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-12	83184569	61305374	33985588	27319208	578	7573920	4023355	3550264	301	12151267	9204421	2946799	47	2154008	2153885	58	65	0	0	0	0	49367249	33816329	991	469573	167028	302528	17	316666	152890	49367249	35970337	991	0.59368	0.43257	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-13	83949353	61938028	34138951	27798481	596	7651299	4049559	3601436	304	12186044	9206701	2979296	47	2173982	2173858	59	65	0	0	0	0	49569069	34379272	1012	764784	201820	562943	21	582916	181847	49569069	36553254	1012	0.5961	0.43958	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-14	84929718	62775965	34319868	28455471	626	7723174	4071023	3651842	309	12233325	9210399	3022879	47	2197254	2197039	59	156	0	0	0	0	49798329	35130251	1138	980365	229260	750979	126	774160	206079	49798329	37327505	1138	0.59886	0.44889	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-15	85701861	63415987	34470865	28944486	636	7793965	4090402	3703244	319	12271981	9213284	3058650	47	2219928	2219706	59	163	0	0	0	0	49994257	35706439	1165	772143	195928	576188	27	598855	173261	49994257	37926367	1165	0.60122	0.45609	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-16	86366382	63961765	34604723	29356391	651	7858250	4107819	3750108	323	12304010	9215214	3088749	47	2242357	2242117	60	180	0	0	0	0	50169873	36195308	1201	664521	175616	488869	36	511280	153205	50169873	38437665	1201	0.60333	0.46224	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-17	86640059	64137696	34659803	29477224	669	7921706	4123701	3797663	342	12319694	9216124	3103522	48	2260963	2260715	64	184	0	0	0	0	50260343	36378473	1243	273677	90470	183165	42	201763	71872	50260343	38639436	1243	0.60442	0.46467	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-18	86841122	64274276	34710675	29562927	674	7963481	4133124	3830015	342	12331173	9216404	3114721	48	2272192	2271943	65	184	0	0	0	0	50332146	36507728	1248	201063	71803	129255	5	140483	60575	50332146	38779920	1248	0.60528	0.46636	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-19	87224838	64573143	34789072	29783380	691	8014175	4146205	3867622	348	12351000	9217752	3133200	48	2286520	2286261	65	194	0	0	0	0	50439290	36784267	1281	383716	107144	276539	33	290857	92826	50439290	39070787	1281	0.60657	0.46985	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-20	87835593	65099246	34898506	30200021	719	8062495	4162080	3900065	350	12372971	9220290	3152633	48	2300881	2300621	65	195	0	0	0	0	50581497	37252784	1312	610755	142207	468517	31	482877	127847	50581497	39553665	1312	0.60828	0.47566	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-21	88595035	65775780	35040417	30734626	737	8108576	4175251	3932973	352	12395808	9221896	3173864	48	2314871	2314611	65	195	0	0	0	0	50752175	37841528	1332	759442	170678	588744	20	602734	156688	50752175	40156399	1332	0.61033	0.48291	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-22	89220864	66325570	35151796	31173002	772	8152016	4185508	3966153	355	12414714	9223298	3191365	51	2328564	2328297	68	199	0	0	0	0	50888899	38330588	1377	625829	136724	489060	45	502746	123038	50888899	40659152	1377	0.61198	0.48896	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-23	89796609	66821990	35255433	31565756	801	8194331	4195601	3998362	368	12433324	9224659	3208611	54	2346964	2346694	68	202	0	0	0	0	51022387	38772797	1425	575745	133488	442209	48	460606	115091	51022387	41119761	1425	0.61358	0.4945	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-24	90009465	66977290	35300794	31675676	820	8231933	4202990	4028569	374	12441080	9225427	3215599	54	2359162	2358677	68	417	0	0	0	0	51087888	38919912	1665	212856	65501	147115	240	159098	53518	51087888	41279074	1665	0.61437	0.49641	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-25	90134434	67061493	35326874	31733794	825	8263476	4209351	4053751	374	12444360	9225541	3218765	54	2365105	2364611	68	426	0	0	0	0	51126377	39006378	1679	124969	38489	86466	14	92400	32555	51126377	41371483	1679	0.61483	0.49752	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-26	90475193	67338567	35388737	31948988	842	8303525	4219173	4083977	375	12456800	9226728	3230017	55	2376301	2375806	68	427	0	0	0	0	51210444	39263050	1699	340759	84067	256672	20	267867	72872	51210444	41639351	1699	0.61584	0.50074	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-27	91032045	67820038	35478052	32341106	880	8345880	4228055	4117433	392	12476782	9228085	3248642	55	2389345	2388847	68	430	0	0	0	0	51323039	39707249	1757	556852	112595	444199	58	457240	99554	51323039	42096594	1757	0.6172	0.50624	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-28	91727333	68430971	35590868	32839097	1006	8392935	4237716	4154809	410	12500189	9229339	3270793	57	2403238	2402724	69	445	0	0	0	0	51460647	40264768	1918	695288	137608	557519	161	571396	123731	51460647	42668006	1918	0.61885	0.51311	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-29	92309270	68934490	35686655	33246726	1109	8436585	4247237	4188914	434	12520099	9230581	3289461	57	2418096	2417567	69	460	0	0	0	0	51582040	40725170	2060	581937	121393	460402	142	475245	106550	51582040	43143266	2060	0.62031	0.51883	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-30	92810375	69356537	35771956	33583258	1323	8482208	4256638	4225113	457	12537301	9231663	3305580	58	2434329	2433762	69	498	0	0	0	0	51694019	41114020	2336	501105	111979	388850	276	405045	95784	51694019	43548349	2336	0.62166	0.5237	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-31	93006698	69498179	35813562	33683143	1474	8518334	4262979	4254876	479	12543323	9231822	3311443	58	2446862	2446283	69	510	0	0	0	0	51754646	41249531	2521	196323	60627	135511	185	148032	48106	51754646	43696393	2521	0.62239	0.52548	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-01	93124533	69582480	35840482	33740390	1608	8543497	4267246	4275746	505	12545647	9231905	3313684	58	2452909	2452330	69	510	0	0	0	0	51791963	41329889	2681	117835	37317	80358	160	86405	31270	51791963	43782798	2681	0.62284	0.52652	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-02	93419910	69823996	35894413	33927858	1725	8577023	4272547	4303950	526	12554780	9232487	3322235	58	2464111	2463527	69	515	0	0	0	0	51862974	41554112	2824	295377	71011	224223	143	235420	59814	51862974	44018223	2824	0.62369	0.52935	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-03	93884960	70225131	35966471	34256736	1924	8615612	4277635	4337417	560	12566742	9233228	3333456	58	2477475	2476888	70	517	0	0	0	0	51954222	41927679	3059	465050	91248	373567	235	386928	77887	51954222	44405154	3059	0.62479	0.534	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-04	94461964	70741168	36059098	34679947	2123	8652349	4283683	4368039	627	12578049	9233729	3344262	58	2490398	2489804	70	524	0	0	0	0	52066314	42392318	3332	577004	112092	464639	273	477555	99176	52066314	44882716	3332	0.62614	0.53975	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-05	94983476	71200258	36139817	35058144	2297	8692237	4289069	4402506	662	12586060	9234343	3351659	58	2504921	2504318	71	532	0	0	0	0	52167547	42812380	3549	521512	101233	420062	217	434576	86719	52167547	45317301	3549	0.62735	0.54497	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-06	95427639	71585794	36215622	35367678	2494	8728194	4294957	4432543	694	12593399	9234775	3358565	59	2520252	2519647	71	534	0	0	0	0	52265001	43158857	3781	444163	97454	346477	232	361806	82125	52265001	45679109	3781	0.62852	0.54932	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-07	95614031	71725420	36252406	35470384	2630	8760137	4299753	4459651	733	12594945	9234855	3360031	59	2533529	2532681	72	776	0	0	0	0	52319695	43290138	4198	186392	54694	131281	417	144315	41660	52319695	45823667	4198	0.62918	0.55106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-08	95730414	71815039	36273376	35538917	2746	8781981	4302575	4478654	752	12595865	9234897	3360909	59	2537529	2536679	72	778	0	0	0	0	52347527	43378552	4335	116383	27832	88414	137	92412	23834	52347527	45916081	4335	0.62952	0.55217	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-09	96027014	72055595	36320753	35731868	2974	8823641	4307260	4515595	786	12601205	9235205	3365941	59	2546573	2545715	72	786	0	0	0	0	52408933	43613476	4605	296600	61406	234924	270	243960	52370	52408933	46160049	4605	0.63026	0.55511	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-10	96459600	72426163	36390265	36032759	3139	8866402	4312369	4553218	815	12609089	9235777	3373253	59	2557946	2557084	72	790	0	0	0	0	52495495	43959302	4803	432586	86562	345826	198	357195	75193	52495495	46517248	4803	0.6313	0.5594	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-11	97005660	72899393	36487455	36408535	3403	8913721	4320360	4592502	859	12618814	9236452	3382303	59	2573732	2572867	72	793	0	0	0	0	52617134	44383412	5114	546060	121639	424110	311	439893	105856	52617134	46957144	5114	0.63276	0.56469	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-12	97481468	73310934	36581419	36725789	3726	8952150	4327280	4623981	889	12625813	9236967	3388786	60	2592571	2591702	72	797	0	0	0	0	52737368	44738628	5472	475808	120234	355216	358	374051	101399	52737368	47331199	5472	0.63421	0.56919	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-13	97907681	73669690	36669967	36995652	4071	8993380	4334611	4657842	927	12632343	9237449	3394834	60	2612268	2611388	72	808	0	0	0	0	52853415	45048400	5866	426213	116047	309772	394	329458	96361	52853415	47660668	5866	0.6356	0.57315	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-14	98104199	73816354	36716535	37095524	4295	9025776	4339704	4685118	954	12633719	9237522	3396137	60	2628350	2627443	73	834	0	0	0	0	52921204	45176852	6143	196518	67789	128452	277	144507	51734	52921204	47805202	6143	0.63642	0.57489	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-15	98222313	73905814	36744320	37157034	4460	9046640	4343069	4702606	965	12634405	9237549	3396796	60	2635454	2634543	73	838	0	0	0	0	52959481	45256509	6323	118114	38277	79657	180	86757	31177	52959481	47891963	6323	0.63688	0.57594	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-16	98489208	74122936	36807157	37311118	4661	9079847	4349420	4729446	981	12637246	9237827	3399359	60	2649179	2648264	73	842	0	0	0	0	53042668	45439996	6544	266895	83187	183487	221	197208	69466	53042668	48089175	6544	0.63788	0.57831	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-17	98852688	74435431	36900221	37530323	4887	9109615	4354497	4754122	996	12643036	9238423	3404553	60	2664606	2663671	73	862	0	0	0	0	53156812	45689071	6805	363480	114144	249075	261	264482	98737	53156812	48353677	6805	0.63925	0.58149	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-18	99277406	74805315	37012966	37787167	5182	9140008	4360540	4778462	1006	12649097	9238818	3410219	60	2682986	2682034	74	878	0	0	0	0	53294358	45975922	7126	424718	137546	286851	321	305214	119183	53294358	48658908	7126	0.6409	0.58516	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-19	99612970	75091868	37109989	37976393	5486	9166361	4365957	4799329	1075	12653647	9239388	3414199	60	2701094	2700142	74	878	0	0	0	0	53415476	46189995	7499	335564	121118	214073	373	232181	103010	53415476	48891089	7499	0.64236	0.58795	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-20	99956569	75384647	37214727	38164025	5895	9190376	4371764	4817523	1089	12658821	9240026	3418734	61	2722725	2721770	75	880	0	0	0	0	53548287	46400357	7925	343599	132811	210362	426	231990	111183	53548287	49123082	7925	0.64396	0.59074	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-21	100113364	75505467	37269758	38229500	6209	9211484	4376207	4834167	1110	12659548	9240088	3419399	61	2736865	2735906	75	884	0	0	0	0	53621959	46483141	8264	156795	73672	82784	339	96920	59536	53621959	49220006	8264	0.64484	0.59191	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-22	100207838	75578189	37301504	38270144	6541	9227016	4378712	4847179	1125	12659827	9240117	3419649	61	2742806	2741846	75	885	0	0	0	0	53662179	46537047	8612	94474	40220	53906	348	59846	34280	53662179	49279853	8612	0.64533	0.59263	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-23	100441450	75765345	37374722	38383784	6839	9256178	4383633	4871395	1150	12663457	9240419	3422976	62	2756470	2755503	75	892	0	0	0	0	53754277	46678230	8943	233612	92098	141183	331	154840	78441	53754277	49434700	8943	0.64643	0.59449	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-24	100740077	76017817	37475216	38535427	7174	9282112	4388219	4892724	1169	12667335	9241103	3426170	62	2772813	2771726	75	1012	0	0	0	0	53876264	46854396	9417	298627	121987	176166	474	192389	105764	53876264	49627209	9417	0.6479	0.5968	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-25	101083266	76314064	37592674	38713706	7684	9307032	4393538	4912307	1187	12671087	9241799	3429226	62	2791083	2789989	78	1016	0	0	0	0	54018000	47055317	9949	343189	141736	200921	532	219184	123473	54018000	49846400	9949	0.64961	0.59944	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-26	101384571	76571932	37703305	38860499	8128	9329194	4398181	4929776	1237	12674232	9242251	3431919	62	2809213	2808013	79	1121	0	0	0	0	54151750	47222273	10548	301305	133750	166956	599	184980	115726	54151750	50031486	10548	0.65121	0.60167	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-27	101638445	76782162	37793894	38979022	9246	9351624	4403155	4947145	1324	12676732	9242516	3434153	63	2827927	2826705	79	1143	0	0	0	0	54266270	47360399	11776	253874	114520	138126	1228	156818	95828	54266270	50188326	11776	0.65259	0.60355	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-28	101776124	76889076	37846675	39032410	9991	9366979	4406413	4959194	1372	12677267	9242555	3434648	64	2842802	2841564	79	1159	0	0	0	0	54337207	47426331	12586	137679	70937	65932	810	80791	56078	54337207	50269133	12586	0.65344	0.60452	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-29	101861622	76959537	37876078	39072762	10697	9375399	4408207	4965764	1428	12677424	9242568	3434792	64	2849262	2848001	79	1182	0	0	0	0	54374854	47473397	13371	85498	37647	47066	785	53503	31210	54374854	50322659	13371	0.6539	0.60517	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-30	102054087	77120155	37944528	39162810	12817	9392552	4411681	4979405	1466	12679314	9242730	3436520	64	2862066	2860803	79	1184	0	0	0	0	54459742	47578814	15531	192465	84888	105417	2160	118219	72086	54459742	50440880	15531	0.65492	0.60659	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-31	102298110	77332477	38038705	39277411	16361	9408396	4414874	4992003	1519	12680981	9243003	3437914	64	2876256	2874938	79	1239	0	0	0	0	54571520	47707407	19183	244023	111778	128593	3652	142728	97643	54571520	50583663	19183	0.65626	0.60831	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-01	102594763	77595979	38146617	39418117	31245	9424130	4417631	5004192	2307	12683431	9243637	3439729	65	2891223	2889898	80	1245	0	0	0	0	54697783	47862118	34862	296653	126263	154711	15679	169671	111303	54697783	50753341	34862	0.65778	0.61035	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-02	102853069	77825043	38242569	39534824	47650	9437197	4420096	5013951	3150	12685378	9244095	3441218	65	2905451	2904084	82	1285	0	0	0	0	54810844	47990075	52150	258306	113061	127957	17288	142143	98875	54810844	50895526	52150	0.65914	0.61206	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-03	103100878	78043829	38332351	39648181	63297	9449447	4422340	5023242	3865	12687177	9244350	3442762	65	2920425	2919054	82	1289	0	0	0	0	54918095	48114267	68516	247809	107251	124192	16366	139162	92281	54918095	51034692	68516	0.66043	0.61373	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-04	103209191	78133389	38369830	39696019	67540	9457987	4423830	5029895	4262	12687508	9244364	3443078	66	2930307	2928932	82	1293	0	0	0	0	54966956	48169074	73161	108313	48861	54807	4645	64685	38983	54966956	51099381	73161	0.66102	0.61451	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-05	103273984	78187101	38392266	39724233	70602	9463683	4424751	5034409	4523	12687688	9244379	3443243	66	2935512	2934133	82	1297	0	0	0	0	54995529	48201967	76488	64793	28573	32893	3327	38094	23372	54995529	51137479	76488	0.66136	0.61497	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-06	103429516	78322288	38445365	39792380	84543	9473427	4426774	5040927	5726	12689530	9245021	3444437	72	2944271	2942892	82	1297	0	0	0	0	55060052	48277826	91638	155532	64523	75859	15150	84618	55764	55060052	51222097	91638	0.66214	0.61598	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-07	103653309	78523910	38525010	39892618	106282	9482712	4428501	5047351	6860	12691491	9245720	3445698	73	2955196	2953804	82	1310	0	0	0	0	55153035	48385749	114525	223793	92983	107923	22887	118835	82071	55153035	51340945	114525	0.66326	0.61741	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-08	103914609	78759424	38615743	40011986	131695	9494880	4430461	5055948	8471	12692788	9245913	3446802	73	2967517	2966104	82	1331	0	0	0	0	55258221	48514818	141570	261300	105186	129069	27045	141369	92886	55258221	51482335	141570	0.66452	0.61911	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-09	104171079	78989925	38704692	40126601	158632	9506355	4432101	5064017	10237	12693946	9246142	3447728	76	2980853	2979425	82	1346	0	0	0	0	55362360	48638428	170291	256470	104139	123610	28721	136931	90818	55362360	51619281	170291	0.66577	0.62076	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-10	104399376	79188921	38776989	40232874	179058	9518857	4434080	5073105	11672	12695251	9246334	3448841	76	2996347	2994890	82	1375	0	0	0	0	55452293	48754902	192181	228297	89933	116474	21890	131939	74468	55452293	51751249	192181	0.66685	0.62235	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-11	104510032	79279636	38808486	40286431	184719	9527680	4435746	5079748	12186	12695426	9246370	3448980	76	3007290	3005823	82	1385	0	0	0	0	55496425	48815241	198366	110656	44132	60339	6185	71272	33199	55496425	51822531	198366	0.66739	0.6232	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-12	104574897	79333959	38826296	40318712	188951	9532826	4436673	5083632	12521	12695504	9246380	3449047	77	3012608	3011136	82	1390	0	0	0	0	55520485	48851473	202939	64865	24060	36232	4573	41545	18747	55520485	51864081	202939	0.66767	0.6237	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-13	104742293	79478440	38876069	40393629	208742	9542992	4439021	5090195	13776	12696472	9246508	3449886	78	3024389	3022906	82	1401	0	0	0	0	55584504	48933792	223997	167396	64019	82319	21058	94089	52249	55584504	51958181	223997	0.66844	0.62484	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-14	104979877	79693153	38953528	40498392	241233	9551349	4441398	5095503	14448	12698341	9247316	3450945	80	3037034	3035547	82	1405	0	0	0	0	55677789	49044922	257166	237584	93285	111130	33169	123771	80644	55677789	52081956	257166	0.66957	0.62632	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-15	105264670	79950863	39041379	40628214	281270	9562722	4444032	5103161	15529	12699590	9247465	3452039	86	3051495	3049986	82	1427	0	0	0	0	55782862	49183496	298312	284793	105073	138574	41146	153013	90634	55782862	52234991	298312	0.67083	0.62816	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-16	105541477	80201059	39129723	40748804	322532	9572685	4446559	5109589	16537	12701149	9247923	3453140	86	3066584	3065069	82	1433	0	0	0	0	55889274	49311615	340588	276807	106412	128119	42276	143202	91329	55889274	52378199	340588	0.67211	0.62989	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-17	105791213	80422646	39204760	40864819	353067	9583707	4449635	5116429	17643	12702054	9248146	3453822	86	3082806	3081283	82	1441	0	0	0	0	55983824	49435152	372237	249736	94550	123537	31649	139751	78336	55983824	52517958	372237	0.67325	0.63157	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-18	105904346	80517683	39234917	40922326	360440	9591333	4451429	5121722	18182	12702295	9248262	3453946	87	3093035	3091505	82	1448	0	0	0	0	56026113	49498076	380157	113133	42289	62924	7920	73146	32067	56026113	52591111	380157	0.67375	0.63245	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-19	105974123	80576553	39253199	40958205	365149	9597171	4453229	5124980	18962	12702511	9248325	3454099	87	3097888	3096353	82	1453	0	0	0	0	56051106	49537366	385651	69777	24993	39290	5494	44138	20145	56051106	52635254	385651	0.67406	0.63298	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-20	106132690	80717056	39294597	41033385	389074	9605037	4455190	5129715	20132	12703456	9248531	3454832	93	3107141	3105601	82	1458	0	0	0	0	56103919	49618014	410757	158567	52813	80648	25106	89896	43565	56103919	52725155	410757	0.67469	0.63406	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-21	106367084	80932445	39361842	41140441	430162	9612948	4457081	5134302	21565	12704497	9248955	3455447	95	3117194	3115650	82	1462	0	0	0	0	56183528	49730272	453284	234394	79609	112258	42527	122307	69560	56183528	52847466	453284	0.67565	0.63553	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-22	106642967	81185967	39439107	41266125	480735	9622907	4458869	5140234	23804	12705363	9249051	3456216	96	3128730	3127175	83	1472	0	0	0	0	56274202	49862658	506107	275883	90674	132386	52823	143911	79149	56274202	52991388	506107	0.67674	0.63726	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-23	106912040	81433473	39516166	41385156	532151	9631310	4460518	5145443	25349	12706112	9249164	3456849	99	3141145	3139587	83	1475	0	0	0	0	56365435	49987531	559074	269073	91233	124873	52967	137285	78821	56365435	53128676	559074	0.67784	0.63891	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-24	107153567	81650900	39582091	41499609	569200	9640927	4462268	5152041	26618	12707184	9249681	3457403	100	3154556	3152991	83	1482	0	0	0	0	56447031	50109136	597400	241527	81596	121605	38326	135009	68192	56447031	53263692	597400	0.67882	0.64053	0	0	0	0	0	0	0	0	0	0	0	0	0	0
