date	dosen_kumulativ	dosen_differenz_zum_vortag	dosen_erst_differenz_zum_vortag	dosen_zweit_differenz_zum_vortag	dosen_biontech_kumulativ	dosen_moderna_kumulativ	dosen_astrazeneca_kumulativ	personen_erst_kumulativ	personen_voll_kumulativ	impf_quote_erst	impf_quote_voll	indikation_alter_dosen	indikation_beruf_dosen	indikation_medizinisch_dosen	indikation_pflegeheim_dosen	indikation_alter_erst	indikation_beruf_erst	indikation_medizinisch_erst	indikation_pflegeheim_erst	indikation_alter_voll	indikation_beruf_voll	indikation_medizinisch_voll	indikation_pflegeheim_voll
2021-01-15	1092620	92797	92368	429	1081726	10894	0	1092077	543	0.01313	0.00001	355437	540335	44766	381373	355258	540251	44757	381284	179	84	9	89
2021-01-16	1149731	57111	56714	397	1136979	12752	0	1148791	940	0.01381	0.00001	376411	565427	46805	401247	376041	565236	46735	400956	370	191	70	291
2021-01-17	1194239	44508	30898	13610	1180072	14167	0	1179689	14550	0.01418	0.00017	393125	585013	48528	419090	386435	579930	47863	410857	6690	5083	665	8233
2021-01-18	1268604	74365	57993	16372	1252503	16101	0	1237682	30922	0.01488	0.00037	420393	620990	50636	439667	407933	608829	49437	424006	12460	12161	1199	15661
2021-01-19	1364010	95406	68176	27230	1346386	17624	0	1305858	58152	0.01570	0.00070	452869	670181	53892	466780	430953	644996	51900	440491	21916	25185	1992	26289
2021-01-20	1492956	128946	78289	50657	1474040	18916	0	1384147	108809	0.01664	0.00131	494903	732885	57791	509407	458134	682329	54901	463109	36769	50556	2890	46298
2021-01-21	1589098	96142	60708	35434	1569082	20016	0	1444855	144243	0.01737	0.00173	532393	776948	62019	540437	482664	709207	58127	480708	49729	67741	3892	59729
2021-01-22	1704638	115540	84251	31289	1683284	21354	0	1529106	175532	0.01839	0.00211	573692	829130	65596	583011	511404	746937	60812	508344	62288	82193	4784	74667
2021-01-23	1797449	92811	48962	43849	1775712	21737	0	1578068	219381	0.01897	0.00264	607949	869999	68858	614252	529848	766908	61995	522061	78101	103091	6863	92191
2021-01-24	1863751	66302	38213	28089	1841770	21981	0	1616281	247470	0.01943	0.00298	630498	897296	69748	638320	543189	782083	62316	533855	87309	115213	7432	104465
2021-01-25	1961678	97927	58194	39733	1938223	23455	0	1674475	287203	0.02013	0.00345	670096	940569	73165	663984	570859	804472	63963	546597	99237	136097	9202	117387
2021-01-26	2064367	102689	53111	49578	2039324	25043	0	1727586	336781	0.02077	0.00405	708232	988776	76841	691665	595616	825165	65268	558584	112616	163611	11573	133081
2021-01-27	2177654	113287	54056	59231	2150700	26954	0	1781642	396012	0.02142	0.00476	748668	1043326	81910	723511	618872	847499	67059	570769	129796	195827	14851	152742
2021-01-28	2278193	100539	51577	48962	2244756	33437	0	1833219	444974	0.02204	0.00535	785245	1092192	86032	749845	640543	870354	68582	582634	144702	221838	17450	167211
2021-01-29	2387652	109459	55942	53517	2352811	34841	0	1889161	498491	0.02272	0.00599	825619	1143597	91299	777956	662523	894376	70788	593670	163096	249221	20511	184286
2021-01-30	2475389	87737	39557	48180	2439674	35715	0	1928718	546671	0.02319	0.00657	859008	1184171	94956	803413	678635	912664	72188	601533	180373	271507	22768	201880
2021-01-31	2538097	62708	31328	31380	2502040	36057	0	1960046	578051	0.02357	0.00695	882552	1212596	96986	819138	692206	926953	73344	607313	190346	285643	23642	211825
2021-02-01	2654004	115907	50046	65861	2616370	37634	0	2010092	643912	0.02417	0.00774	923376	1270429	100535	848138	712239	951728	75160	617172	211137	318701	25375	230966
2021-02-02	2781675	127671	57924	69747	2742012	39663	0	2068016	713659	0.02487	0.00858	964698	1337281	105423	880379	731044	984708	77630	626880	233654	352573	27793	253499
2021-02-03	2924137	142462	57890	84572	2879020	45117	0	2125906	798231	0.02556	0.00960	1017007	1406025	110852	917935	753533	1012413	79767	637898	263474	393612	31085	280037
2021-02-04	3059626	135489	63008	72481	3009483	50143	0	2188914	870712	0.02632	0.01047	1062528	1475467	115305	950417	774805	1047696	81954	647211	287723	427771	33351	303206
2021-02-05	3192685	133059	59473	73586	3138470	54215	0	2248387	944298	0.02703	0.01135	1112233	1540222	120217	982142	798361	1077320	83457	656743	313872	462902	36760	325399
2021-02-06	3296443	103758	48601	55157	3238827	57616	0	2296988	999455	0.02762	0.01202	1147902	1591863	124720	1009049	815898	1102623	85307	665795	332004	489240	39413	343254
2021-02-07	3355840	59397	32878	26519	3294764	61076	0	2329866	1025974	0.02801	0.01234	1170515	1619323	127418	1022864	828755	1118608	86542	671445	341760	500715	40876	351419
2021-02-08	3462107	106267	54655	51612	3397053	65038	16	2384521	1077586	0.02867	0.01296	1221535	1661453	131273	1042443	860199	1136458	88346	679010	361336	524995	42927	363433
2021-02-09	3586783	124676	59601	65075	3518356	68307	120	2444122	1142661	0.02939	0.01374	1279793	1713808	135527	1064749	895907	1154627	91025	687482	383886	559181	44502	377267
2021-02-10	3736179	149396	75199	74197	3655319	73237	7623	2519321	1216858	0.03029	0.01463	1342542	1783548	139269	1092733	934590	1184290	92626	697660	407952	599258	46643	395073
2021-02-11	3880046	143867	71446	72421	3779411	79186	21449	2590767	1289279	0.03115	0.01550	1401011	1853760	144568	1118214	968941	1215766	94902	707196	432070	637994	49666	411018
2021-02-12	4038341	158295	79975	78320	3914404	88723	35214	2670742	1367599	0.03211	0.01644	1471057	1926180	150768	1145157	1010271	1248277	97578	716941	460786	677903	53190	428216
2021-02-13	4148237	109896	63251	46645	4008602	92094	47541	2733993	1414244	0.03287	0.01700	1525874	1970522	155305	1162822	1044752	1272930	99350	723764	481122	697592	55955	439058
2021-02-14	4215028	66791	39809	26982	4065563	94946	54519	2773802	1441226	0.03335	0.01733	1563900	1995008	156908	1171321	1069164	1286290	100192	727317	494736	708718	56716	444004
2021-02-15	4341859	126831	70809	56022	4174017	98266	69576	2844611	1497248	0.03420	0.01800	1630205	2044105	160782	1191045	1109679	1311876	102325	733927	520526	732229	58457	457118
2021-02-16	4478099	136240	81479	54761	4282225	102893	92981	2926090	1552009	0.03518	0.01866	1695480	2102786	163420	1209185	1151408	1347314	103837	740706	544072	755472	59583	468479
2021-02-17	4627145	149046	94416	54630	4405113	109886	112146	3020506	1606639	0.03632	0.01932	1773860	2160724	168339	1230921	1207081	1380474	106708	749198	566779	780250	61631	481723
2021-02-18	4772441	145296	93260	52036	4519633	116952	135856	3113766	1658675	0.03744	0.01994	1848477	2219874	171720	1251151	1259066	1416972	108457	757094	589411	802902	63263	494057
2021-02-19	4922528	150087	96599	53488	4638720	124860	158948	3210365	1712163	0.03860	0.02059	1927957	2278195	176456	1269092	1316288	1451248	111032	763879	611669	826947	65424	505213
2021-02-20	5035078	112550	74924	37626	4725035	130322	179721	3285289	1749789	0.03950	0.02104	1987616	2321459	180055	1282359	1358973	1479498	113266	767831	628643	841961	66789	514528
2021-02-21	5120666	85588	56645	28943	4790878	134542	195246	3341934	1778732	0.04018	0.02139	2034882	2353043	182563	1291571	1392457	1499936	114387	769610	642425	853107	68176	521961
2021-02-22	5272560	151894	98949	52945	4909776	141977	220807	3440883	1831677	0.04137	0.02202	2112787	2415531	187425	1309037	1450327	1535465	117374	775900	662460	880066	70051	533137
2021-02-23	5432016	159456	103832	55624	5036706	148232	247078	3544715	1887301	0.04262	0.02269	2191215	2482773	192907	1326833	1509282	1572366	120734	783320	681933	910407	72173	543513
2021-02-24	5606212	174196	116396	57800	5169281	155739	281192	3661111	1945101	0.04402	0.02339	2275951	2557977	199441	1344875	1572971	1617401	125001	790611	702980	940576	74440	554264
2021-02-25	5785406	179194	126950	52244	5293947	161912	329547	3788061	1997345	0.04555	0.02402	2356323	2642398	206114	1361440	1634911	1673922	130019	798074	721412	968476	76095	563366
2021-02-26	5979322	193916	135535	58381	5426500	169027	383795	3923596	2055726	0.04718	0.02472	2442128	2735081	212922	1378542	1699068	1736774	135025	804634	743060	998307	77897	573908
2021-02-27	6125261	145939	107415	38524	5520045	173177	432039	4031011	2094250	0.04847	0.02518	2506056	2806111	219805	1388972	1746793	1789420	140096	807993	759263	1016691	79709	580979
2021-02-28	6238809	113548	85616	27932	5587281	176705	474823	4116627	2122182	0.04950	0.02552	2553174	2864348	225153	1395266	1781604	1835142	144516	809572	771570	1029206	80637	585694
2021-03-01	6429825	191016	140881	50135	5716266	184384	529175	4257508	2172317	0.05119	0.02612	2654864	2940397	232608	1408771	1855659	1894206	150675	814319	799205	1046191	81933	594452
2021-03-02	6642458	212633	156987	55646	5860083	192769	589606	4414495	2227963	0.05308	0.02679	2763682	3029108	241840	1424217	1933979	1962951	157710	820618	829703	1066157	84130	603599
2021-03-03	6880953	238495	171967	66528	6021385	204116	655452	4586462	2294491	0.05515	0.02759	2882288	3127719	253492	1443742	2016011	2038329	166875	829445	866277	1089390	86617	614297
2021-03-04	7116831	235878	174283	61595	6163733	216598	736500	4760745	2356086	0.05724	0.02833	2992537	3233160	265614	1460116	2091555	2123149	176598	834983	900982	1110011	89016	625133
2021-03-05	7360100	243269	180784	62485	6304391	228805	826904	4941529	2418571	0.05942	0.02908	3105914	3343495	280127	1474106	2166931	2215161	188239	839975	938983	1128334	91888	634131
2021-03-06	7550628	190528	143914	46614	6411473	236332	902823	5085443	2465185	0.06115	0.02964	3193991	3429166	290688	1482171	2221957	2290642	197228	842284	972034	1138524	93460	639887
2021-03-07	7697416	146788	112731	34057	6494752	242625	960039	5198174	2499242	0.06250	0.03005	3266191	3491967	298926	1486965	2269417	2346176	204649	843750	996774	1145791	94277	643215
2021-03-08	7923878	226462	173567	52895	6630257	253736	1039885	5371741	2552137	0.06459	0.03069	3384714	3580052	314986	1499260	2350732	2420833	219024	848988	1033982	1159219	95962	650272
2021-03-09	8161238	237360	183679	53681	6768884	264865	1127489	5555420	2605818	0.06680	0.03133	3504423	3673842	331857	1511978	2431382	2503665	234064	854776	1073041	1170177	97793	657202
